label,Motif
PC 20030084,0
PC 20030085,0
PC 20030086,0
PC 20030087,0
PC 20030088,0
PC 20030089,0
PC 20030090,0
PC 20030091,0
PC 20030092,0
PC 20030093,0
PC 20030094,0
PC 20030095,0
PC 20030096,0
PC 20030097,0
PC 20030098,0
PC 20030099,0
PC 20030100,0
PC 20030101,0
PC 20030102,0
PC 20030103,Gorgon
PC 20030104,0
PC 20030105,0
PC 20030106,0
PC 20030107,0
PC 20030108,0
PC 20030109,0
PC 20030110,0
PC 20030111,0
PC 20030112,0
PC 20030113,0
PC 20030114,0
PC 20030115,0
PC 20030116,0
PC 20030117,Tongue
PC 20030118,0
PC 20030119,0
PC 20030120,0
PC 20030121,0
PC 20030122,0
PC 20030123,Female
PC 20030124,0
PC 20030125,0
PC 20030126,0
PC 20030127,0
PC 20030128,Braid
PC 20030129,0
PC 20030130,Feline
PC 20030131,0
PC 20030132,0
PC 20030133,Vegetal
PC 20030133,Feline
PC 20030134,0
PC 20030135,0
PC 20030136,0
PC 20030137,0
PC 20030138,Lotus
PC 20030138,Palmette
PC 20030139,0
PC 20030140,0
PC 20030141,0
PC 20030142,0
PC 20030143,0
PC 20030144,0
PC 20030145,0
PC 20030146,0
PC 20030147,0
PC 20030148,0
PC 20030149,0
PC 20030150,0
PC 20030151,0
PC 20030152,0
PC 20030153,0
PC 20030154,0
PC 20030155,0
PC 20030156,0
PC 20030157,0
PC 20030158,0
PC 20030159,0
PC 20030160,0
PC 20030161,0
PC 20030162,0
PC 20040001,0
PC 20040002,0
PC 20040003,0
PC 20040004,0
PC 20040005,Female
PC 20040005,Procession
PC 20040006,0
PC 20040007,0
PC 20040008,0
PC 20040009,0
PC 20040010,0
PC 20040011,Guilloche
PC 20040012,0
PC 20040013,0
PC 20040014,0
PC 20040015,0
PC 20040016,0
PC 20040017,0
PC 20040018,Gorgon
PC 20040019,Gorgon
PC 20040020,0
PC 20040021,0
PC 20040022,0
PC 20040023,Gorgon
PC 20040024,0
PC 20040025,0
PC 20040026,0
PC 20040027,0
PC 20040028,0
PC 20040029,0
PC 20040030,0
PC 20040031,0
PC 20040032,0
PC 20040033,0
PC 20040034,0
PC 20040035,0
PC 20040036,0
PC 20040037,0
PC 20040038,0
PC 20040039,0
PC 20040040,0
PC 20040041,0
PC 20040042,0
PC 20040043,0
PC 20040044,0
PC 20040045,0
PC 20040046,0
PC 20040047,0
PC 20040048,Guilloche
PC 20040049,0
PC 20040050,Procession
PC 20040050,Guilloche
PC 20040051,0
PC 20040052,0
PC 20040053,0
PC 20040054,0
PC 20040055,0
PC 20040056,0
PC 20040057,0
PC 20040058,0
PC 20040059,Sphinx
PC 20040060,0
PC 20040061,0
PC 20040062,0
PC 20040063,0
PC 20040064,0
PC 20040065,0
PC 20040066,0
PC 20040067,0
PC 20040068,0
PC 20040069,0
PC 20040070,0
PC 20040071,0
PC 20040072,0
PC 20040073,0
PC 20040074,Flower
PC 20040075,0
PC 20040076,0
PC 20040077,0
PC 20040078,Horse Race
PC 20040079,Horse Race
PC 20040080,0
PC 20040081,Rosette
PC 20040082,0
PC 20040083,0
PC 20040084,0
PC 20040085,Tongue
PC 20040086,0
PC 20040087,Lotus
PC 20040087,Palmette
PC 20040088,0
PC 20040089,0
PC 20040090,Bird
PC 20040091,0
PC 20040092,0
PC 20040093,0
PC 20040094,0
PC 20040095,0
PC 20040096,0
PC 20040097,0
PC 20040098,0
PC 20040099,0
PC 20040100,0
PC 20040101,0
PC 20040102,0
PC 20040103,0
PC 20040104,0
PC 20040105,0
PC 20040106,0
PC 20040107,0
PC 20040108,0
PC 20040109,0
PC 20040110,0
PC 20040111,0
PC 20040112,0
PC 20040113,0
PC 20040114,0
PC 20040115,0
PC 20040116,Feline
PC 20040117,0
PC 20040118,0
PC 20040119,0
PC 20040120,0
PC 20040121,0
PC 20040122,0
PC 20040123,0
PC 20040124,0
PC 20040125,Lotus
PC 20040125,Palmette
PC 20040126,0
PC 20040127,0
PC 20040128,0
PC 20040129,Deer
PC 20040129,Palmette
PC 20040130,0
PC 20040131,0
PC 20040132,0
PC 20040133,0
PC 20040134,0
PC 20040135,0
PC 20040136,0
PC 20040137,0
PC 20040138,0
PC 20040139,0
PC 20040140,0
PC 20040141,0
PC 20040142,0
PC 20040143,0
PC 20040144,0
PC 20040145,0
PC 20040146,Dots
PC 20040147,0
PC 20040148,Circles
PC 20040149,0
PC 20040150,0
PC 20040151,0
PC 20040152,0
PC 20040153,0
PC 20040154,0
PC 20040155,0
PC 20040156,0
PC 20040157,0
PC 20040158,0
PC 20040159,0
PC 20040160,0
PC 20040161,0
PC 20040162,0
PC 20040163,0
PC 20040164,0
PC 20040165,0
PC 20040166,0
PC 20040167,0
PC 20040168,Tongue
PC 20040169,0
PC 20040170,0
PC 20040171,0
PC 20040172,0
PC 20040173,0
PC 20040174,0
PC 20040175,0
PC 20040176,0
PC 20040177,0
PC 20040178,Feline
PC 20040179,0
PC 20040180,0
PC 20040181,0
PC 20040182,0
PC 20040183,0
PC 20040184,0
PC 20040185,0
PC 20040186,0
PC 20040187,0
PC 20040188,0
PC 20040189,0
PC 20040190,0
PC 20040191,0
PC 20040192,0
PC 20050001,0
PC 20050002,0
PC 20050003,0
PC 20050004,0
PC 20050005,0
PC 20050006,0
PC 20050007,Guilloche
PC 20050007,Dots
PC 20050008,Dots
PC 20050009,0
PC 20050010,0
PC 20050011,0
PC 20050012,0
PC 20050013,0
PC 20050014,0
PC 20050015,0
PC 20050016,0
PC 20050017,0
PC 20050018,0
PC 20050019,0
PC 20050020,0
PC 20050021,0
PC 20050022,0
PC 20050023,0
PC 20050024,0
PC 20050025,0
PC 20050026,0
PC 20050027,0
PC 20050028,0
PC 20050029,0
PC 20050030,Guilloche
PC 20050031,0
PC 20050032,0
PC 20050033,0
PC 20050034,0
PC 20050035,0
PC 20050036,0
PC 20050037,0
PC 20050038,0
PC 20050039,0
PC 20050040,0
PC 20050041,Bucrania
PC 20050042,0
PC 20050043,0
PC 20050044,0
PC 20050045,0
PC 20050046,0
PC 20050047,0
PC 20050048,0
PC 20050049,Sphinx
PC 20050050,0
PC 20050051,0
PC 20050052,0
PC 20050053,Gorgon
PC 20050054,0
PC 20050055,0
PC 20050056,0
PC 20050057,0
PC 20050058,0
PC 20050059,0
PC 20050060,0
PC 20050061,0
PC 20050062,0
PC 20050063,Potnia Theron
PC 20050063,Braid
PC 20050064,0
PC 20050065,0
PC 20050066,0
PC 20050067,0
PC 20050068,Palmette
PC 20050068,Lotus
PC 20050069,0
PC 20050070,0
PC 20050071,0
PC 20050072,Feline
PC 20050073,0
PC 20050074,0
PC 20050075,0
PC 20050076,0
PC 20050077,0
PC 20050078,0
PC 20050079,0
PC 20050080,0
PC 20050081,0
PC 20050082,0
PC 20050083,Dots
PC 20050084,0
PC 20050085,0
PC 20050086,0
PC 20050087,0
PC 20050088,0
PC 20050089,0
PC 20050090,Procession
PC 20050090,Guilloche
PC 20050091,Volute
PC 20050092,0
PC 20050093,0
PC 20050094,0
PC 20050095,0
PC 20050096,0
PC 20050097,0
PC 20050098,0
PC 20050099,0
PC 20050100,0
PC 20050101,0
PC 20050102,0
PC 20050103,0
PC 20050104,0
PC 20050105,0
PC 20050106,0
PC 20050107,0
PC 20050108,Feline
PC 20050109,Circles
PC 20050109,Dots
PC 20050110,0
PC 20050111,0
PC 20050112,0
PC 20050113,0
PC 20050114,0
PC 20050115,0
PC 20050116,0
PC 20050117,0
PC 20050118,0
PC 20050119,0
PC 20050120,0
PC 20050121,0
PC 20050122,0
PC 20050123,0
PC 20050124,0
PC 20050125,0
PC 20050126,0
PC 20050127,0
PC 20050128,0
PC 20050129,0
PC 20050130,0
PC 20050131,0
PC 20050132,0
PC 20050133,0
PC 20050134,0
PC 20050135,0
PC 20050136,0
PC 20050137,0
PC 20050138,0
PC 20050139,0
PC 20050140,0
PC 20050141,0
PC 20050142,0
PC 20050143,Quadruped
PC 20050144,0
PC 20050145,0
PC 20050146,0
PC 20050147,Circles
PC 20050148,0
PC 20050149,0
PC 20050150,0
PC 20050151,0
PC 20050152,0
PC 20050153,0
PC 20050154,0
PC 20050155,0
PC 20050156,0
PC 20050157,0
PC 20050158,0
PC 20050159,Vegetal
PC 20050160,0
PC 20050161,0
PC 20050162,0
PC 20050163,0
PC 20050164,0
PC 20050165,0
PC 20050166,0
PC 20050167,0
PC 20050168,0
PC 20050169,0
PC 20050170,0
PC 20050171,0
PC 20050172,0
PC 20050173,0
PC 20050174,0
PC 20050175,0
PC 20050176,0
PC 20050177,0
PC 20050178,0
PC 20050179,0
PC 20050180,0
PC 20050181,0
PC 20050182,0
PC 20050183,0
PC 20050184,0
PC 20050185,0
PC 20050186,0
PC 20050187,0
PC 20050188,0
PC 20050189,0
PC 20050190,0
PC 20050191,0
PC 20070001,0
PC 20070002,0
PC 20070003,0
PC 20070004,0
PC 20070005,Vegetal
PC 20070006,0
PC 20070007,0
PC 20070008,0
PC 20070009,0
PC 20070010,0
PC 20070011,0
PC 20070012,0
PC 20070013,Gorgon
PC 20070014,0
PC 20070015,0
PC 20070016,0
PC 20070017,0
PC 20070018,0
PC 20070019,0
PC 20070020,Deer
PC 20070021,0
PC 20070022,0
PC 20070023,0
PC 20070024,0
PC 20070025,0
PC 20070026,0
PC 20070027,Feline
PC 20070028,0
PC 20070029,0
PC 20070030,Sphinx
PC 20070031,Braid
PC 20070032,Feline
PC 20070033,0
PC 20070034,0
PC 20070035,0
PC 20070036,0
PC 20070037,0
PC 20070038,0
PC 20070039,0
PC 20070040,0
PC 20070041,0
PC 20070042,0
PC 20070043,0
PC 20070044,0
PC 20070045,0
PC 20070046,0
PC 20070047,0
PC 20070048,0
PC 20070049,0
PC 20070050,0
PC 20070051,Feline
PC 20070052,0
PC 20070053,Tongue
PC 20070054,0
PC 20070055,0
PC 20070056,0
PC 20070057,0
PC 20070058,0
PC 20070059,0
PC 20070060,0
PC 20070061,0
PC 20070062,0
PC 20070063,0
PC 20070064,Rosette
PC 20070065,0
PC 20070066,0
PC 20070067,0
PC 20070068,0
PC 20070069,Female
PC 20070070,0
PC 20070071,0
PC 20070072,0
PC 20070073,0
PC 20070074,0
PC 20070075,0
PC 20070076,0
PC 20070077,0
PC 20070078,0
PC 20070079,0
PC 20070080,Circles
PC 20070081,0
PC 20070082,0
PC 20070083,0
PC 20070084,0
PC 20070085,0
PC 20070086,0
PC 20070087,0
PC 20070088,0
PC 20070089,Quadruped
PC 20070089,Sphinx
PC 20070090,0
PC 20070091,0
PC 20070092,0
PC 20070093,0
PC 20070094,Procession
PC 20070094,Guilloche
PC 20070095,Guilloche
PC 20070095,Horse Race
PC 20070096,0
PC 20070097,Stag
PC 20070097,Sphinx
PC 20070098,0
PC 20070099,0
PC 20070100,0
PC 20070101,Braid
PC 20070101,Potnia Theron
PC 20070102,0
PC 20070103,Horse Race
PC 20070104,Feline
PC 20070105,0
PC 20070106,Chevron
PC 20070107,0
PC 20070108,0
PC 20070109,0
PC 20070110,0
PC 20070111,0
PC 20070112,Quadruped
PC 20070113,0
PC 20070114,0
PC 20070115,0
PC 20070116,0
PC 20070117,0
PC 20070118,0
PC 20070119,0
PC 20070120,Caryatid
PC 20070120,Potnia Theron
PC 20070121,Circles
PC 20070122,0
PC 20070123,0
PC 20070124,0
PC 20070125,Bucrania
PC 20070126,Lotus
PC 20070126,Palmette
PC 20070127,Flower
PC 20070127,Dots
PC 20070128,0
PC 20070129,0
PC 20070130,0
PC 20070131,0
PC 20070132,0
PC 20070133,0
PC 20070134,0
PC 20070135,0
PC 20070136,Palmette
PC 20070136,Lotus
PC 20070137,0
PC 20070138,0
PC 20070139,Quadruped
PC 20070140,0
PC 20070141,0
PC 20070142,0
PC 20070143,0
PC 20070144,0
PC 20070145,0
PC 20070146,0
PC 20070147,0
PC 20070148,0
PC 20070149,0
PC 20070150,0
PC 20070151,0
PC 20070152,0
PC 20070153,0
PC 20070154,0
PC 20070155,0
PC 20070156,0
PC 20070157,0
PC 20070158,0
PC 20070159,0
PC 20070160,0
PC 20070161,0
PC 20070162,0
PC 20070163,0
PC 20070164,0
PC 20070165,Guilloche
PC 20070166,Tongue
PC 20070167,0
PC 20070168,0
PC 20070169,0
PC 20070170,0
PC 20070171,Lotus
PC 20070171,Flower
PC 20070172,0
PC 20070173,Potnia Theron
PC 20070174,0
PC 20070175,0
PC 20070176,0
PC 20070177,Circles
PC 20070178,0
PC 20070179,0
PC 20070180,Tongue
PC 20070181,0
PC 20070182,0
PC 20070183,0
PC 20070184,0
PC 20070185,0
PC 20070186,0
PC 20070187,Circles
PC 20070188,0
PC 20070189,0
PC 20070190,0
PC 20070191,0
PC 20070192,0
PC 20070193,0
PC 20070194,0
PC 20070195,0
PC 20070196,0
PC 20070197,0
PC 20070198,Circles
PC 20070198,Flower
PC 20070199,0
PC 20070200,0
PC 20070201,0
PC 20070202,0
PC 20070203,0
PC 20070204,0
PC 20070205,Quadruped
PC 20070206,0
PC 20070207,0
PC 20070208,0
PC 20070209,0
PC 20070210,0
PC 20070211,0
PC 20070212,0
PC 20070213,0
PC 20070214,0
PC 20070215,0
PC 20070216,0
PC 20070217,0
PC 20070218,0
PC 20070219,0
PC 20070220,0
PC 20070221,0
PC 20070222,0
PC 20070223,0
PC 20070224,0
PC 20070225,0
PC 20070226,0
PC 20070227,0
PC 20070228,0
PC 20070229,0
PC 20070230,0
PC 20070231,0
PC 20070232,0
PC 20070233,0
PC 20070234,0
PC 20070235,0
PC 20070236,Stag
PC 20070236,Sphinx
PC 20070237,0
PC 20070238,0
PC 20070239,0
PC 20070240,0
PC 20070241,0
PC 20070242,0
PC 20070243,0
PC 20070244,0
PC 20070245,0
PC 20070246,0
PC 20070247,0
PC 20070248,Guilloche
PC 20070249,0
PC 20070250,0
PC 20070251,0
PC 20070252,0
PC 20070253,0
PC 20070254,Palmette
PC 20070255,0
PC 20070256,0
PC 20070257,0
PC 20070258,0
PC 20070259,0
PC 20070260,0
PC 20070261,Gorgon
PC 20070262,0
PC 20070263,Volute
PC 20070263,Guilloche
PC 20070264,Dots
PC 20070265,0
PC 20070266,0
PC 20070267,0
PC 20070268,0
PC 20070269,0
PC 20070270,0
PC 20070271,0
PC 20070272,0
PC 20070273,0
PC 20070274,Palmette
PC 20070274,Lotus
PC 20070275,0
PC 20070276,0
PC 20070277,0
PC 20070278,0
PC 20070279,0
PC 20070280,0
PC 20070281,0
PC 20070282,0
PC 20070283,0
PC 20070284,0
PC 20070285,0
PC 20070286,0
PC 20070287,0
PC 20070288,0
PC 20070289,0
PC 20070290,0
PC 20070291,0
PC 20070292,Procession
PC 20070293,0
PC 20070294,0
PC 20070295,0
PC 20070296,0
PC 20070297,0
PC 20070298,0
PC 20070299,0
PC 20070300,0
PC 20070301,0
PC 20070302,0
PC 20070303,0
PC 20070304,0
PC 20070305,0
PC 20070306,Volute
PC 20070307,0
PC 20070308,0
PC 20070309,Flower
PC 20070310,0
PC 20070311,0
PC 20070312,0
PC 20070313,0
PC 20070314,0
PC 20070315,0
PC 20070316,0
PC 20070317,0
PC 20070318,0
PC 20070319,0
PC 20070320,0
PC 20070321,0
PC 20070322,0
PC 20070323,0
PC 20070324,0
PC 20070325,0
PC 20070326,0
PC 20070327,0
PC 20070328,0
PC 20070329,0
PC 20070330,0
PC 20070331,0
PC 20070332,Lotus
PC 20070332,Flower
PC 20070333,0
PC 20070334,0
PC 20070335,0
PC 20070336,0
PC 20070337,0
PC 20070338,0
PC 20070339,0
PC 20070340,0
PC 20070341,Seated Figure
PC 20070342,0
PC 20070343,0
PC 20070344,0
PC 20070345,0
PC 20070346,0
PC 20070347,0
PC 20070348,0
PC 20070349,0
PC 20080001,0
PC 20080002,0
PC 20080003,0
PC 20080004,Feline
PC 20080005,0
PC 20080006,0
PC 20080007,0
PC 20080008,0
PC 20080009,0
PC 20080010,0
PC 20080011,Guilloche
PC 20080012,Guilloche
PC 20080013,0
PC 20080014,0
PC 20080015,0
PC 20080016,0
PC 20080017,0
PC 20080018,0
PC 20080019,0
PC 20080020,0
PC 20080021,0
PC 20080022,Volute
PC 20080023,0
PC 20080024,0
PC 20080025,0
PC 20080026,0
PC 20080027,0
PC 20080028,0
PC 20080029,0
PC 20080030,0
PC 20080031,0
PC 20080032,0
PC 20080033,0
PC 20080034,0
PC 20080035,0
PC 20080036,0
PC 20080037,Circles
PC 20080038,0
PC 20080039,0
PC 20080040,0
PC 20080041,0
PC 20080042,0
PC 20080043,Circles
PC 20080043,Guilloche
PC 20080044,0
PC 20080045,0
PC 20080046,0
PC 20080047,Circles
PC 20080048,0
PC 20080049,0
PC 20080050,0
PC 20080051,0
PC 20080052,0
PC 20080053,0
PC 20080054,0
PC 20080055,0
PC 20080056,Circles
PC 20080057,0
PC 20080058,0
PC 20080059,0
PC 20080060,0
PC 20080061,0
PC 20080062,0
PC 20080063,0
PC 20080064,0
PC 20080065,0
PC 20080066,0
PC 20080067,0
PC 20080068,0
PC 20080069,0
PC 20080070,0
PC 20080071,0
PC 20080072,0
PC 20080073,0
PC 20080074,0
PC 20080075,0
PC 20080076,0
PC 20080077,0
PC 20080078,0
PC 20080079,Circles
PC 20080080,0
PC 20080081,0
PC 20080082,0
PC 20080083,0
PC 20080084,0
PC 20080085,0
PC 20080086,0
PC 20080087,0
PC 20080088,0
PC 20080089,Lotus
PC 20080089,Palmette
PC 20080089,Flower
PC 20080090,Chevron
PC 20080091,0
PC 20080092,0
PC 20080093,0
PC 20080094,0
PC 20080095,0
PC 20080096,0
PC 20080097,0
PC 20080098,0
PC 20080099,0
PC 20080100,0
PC 20080101,0
PC 20080102,0
PC 20080103,0
PC 20080104,0
PC 20080105,0
PC 20080106,0
PC 20080107,0
PC 20080108,0
PC 20080109,0
PC 20080110,0
PC 20080111,0
PC 20080112,0
PC 20080113,0
PC 20080114,0
PC 20080115,0
PC 20080116,0
PC 20080118,0
PC 20080119,0
PC 20080120,Circles
PC 20080121,0
PC 20080122,0
PC 20080123,0
PC 20080124,0
PC 20080125,Palmette
PC 20080125,Lotus
PC 20080126,0
PC 20080127,0
PC 20080128,0
PC 20080129,0
PC 20080130,0
PC 20080131,Ray
PC 20080131,Dots
PC 20080132,0
PC 20080133,0
PC 20080134,0
PC 20080135,0
PC 20080136,0
PC 20080137,0
PC 20080138,0
PC 20080139,0
PC 20080140,0
PC 20080141,Palmette
PC 20080141,Lotus
PC 20080142,0
PC 20080143,0
PC 20080144,0
PC 20080145,0
PC 20080146,Palmette
PC 20080146,Lotus
PC 20080147,0
PC 20080148,0
PC 20080149,0
PC 20080150,0
PC 20080151,0
PC 20080152,Palmette
PC 20080152,Lotus
PC 20080153,0
PC 20080154,0
PC 20080155,0
PC 20080156,0
PC 20080157,0
PC 20080158,0
PC 20080159,0
PC 20080160,0
PC 20080161,0
PC 20080162,0
PC 20080163,0
PC 20080164,0
PC 20080165,0
PC 20080166,0
PC 20080167,0
PC 20080168,0
PC 20080169,0
PC 20080170,0
PC 20080171,0
PC 20080172,0
PC 20080173,0
PC 20080174,0
PC 20080175,0
PC 20080176,0
PC 20080177,0
PC 20080178,0
PC 20080179,Procession
PC 20080179,Seated Figure
PC 20080180,0
PC 20080181,0
PC 20080182,0
PC 20080183,0
PC 20080184,0
PC 20080185,0
PC 20080186,0
PC 20080187,0
PC 20080188,0
PC 20080189,0
PC 20080190,Feline
PC 20080191,0
PC 20080192,0
PC 20080193,0
PC 20080194,0
PC 20080195,0
PC 20080196,0
PC 20080197,0
PC 20080198,0
PC 20080199,0
PC 20080200,0
PC 20080201,0
PC 20080202,0
PC 20080203,Banquet
PC 20080204,0
PC 20080205,0
PC 20080206,0
PC 20080207,0
PC 20080208,0
PC 20080209,Dots
PC 20080210,0
PC 20080211,0
PC 20080212,0
PC 20080213,0
PC 20080214,0
PC 20080215,0
PC 20080216,0
PC 20080217,0
PC 20080218,0
PC 20080219,0
PC 20080220,0
PC 20080221,0
PC 20080222,0
PC 20080223,0
PC 20080224,0
PC 20080225,0
PC 20080226,0
PC 20080227,0
PC 20080228,0
PC 20080229,0
PC 20080230,0
PC 20080231,0
PC 20080232,0
PC 20080233,0
PC 20080234,0
PC 20080235,0
PC 20080236,0
PC 20080237,0
PC 20080238,0
PC 20080239,0
PC 20080240,0
PC 20080241,0
PC 20080242,0
PC 20080243,0
PC 20090001,0
PC 20090002,0
PC 20090003,0
PC 20090004,0
PC 20090005,0
PC 20090006,0
PC 20090007,0
PC 20090008,0
PC 20090009,0
PC 20090010,0
PC 20090011,0
PC 20090012,0
PC 20090013,0
PC 20090014,0
PC 20090015,0
PC 20090016,0
PC 20090017,0
PC 20090018,0
PC 20090019,0
PC 20090020,0
PC 20090021,0
PC 20090022,0
PC 20090023,Vegetal
PC 20090024,0
PC 20090025,0
PC 20090026,0
PC 20090027,0
PC 20090028,0
PC 20090029,0
PC 20090030,0
PC 20090031,0
PC 20090032,Braid
PC 20090033,0
PC 20090034,0
PC 20090035,0
PC 20090036,Rosette
PC 20090037,0
PC 20090038,0
PC 20090039,0
PC 20090040,0
PC 20090041,0
PC 20090042,0
PC 20090043,0
PC 20090044,0
PC 20090045,0
PC 20090046,0
PC 20090047,0
PC 20090048,0
PC 20090049,0
PC 20090050,Quadruped
PC 20090051,Dots
PC 20090051,Animal
PC 20090052,0
PC 20090053,0
PC 20090054,0
PC 20090055,0
PC 20090056,Quadruped
PC 20090057,0
PC 20090058,0
PC 20090059,0
PC 20090060,0
PC 20090061,0
PC 20090062,0
PC 20090063,0
PC 20090064,0
PC 20090065,0
PC 20090066,0
PC 20090067,Guilloche
PC 20090068,Guilloche
PC 20090068,Horse Race
PC 20090069,0
PC 20090070,0
PC 20090071,0
PC 20090072,Gorgon
PC 20090073,0
PC 20090074,0
PC 20090075,0
PC 20090076,0
PC 20090077,0
PC 20090078,0
PC 20090079,0
PC 20090080,Tongue
PC 20090080,Gorgon
PC 20090081,0
PC 20090082,Banquet
PC 20090083,0
PC 20090084,0
PC 20090085,0
PC 20090086,0
PC 20090087,0
PC 20090088,Vegetal
PC 20090089,0
PC 20090090,Tongue
PC 20090091,0
PC 20090092,0
PC 20090093,0
PC 20090094,0
PC 20090095,Flower
PC 20090095,Florette
PC 20090096,0
PC 20090097,0
PC 20090098,0
PC 20090099,0
PC 20090100,Horse Race
PC 20090100,Guilloche
PC 20090101,0
PC 20090102,0
PC 20090103,0
PC 20090104,0
PC 20090105,0
PC 20090106,0
PC 20090107,0
PC 20090108,0
PC 20090109,0
PC 20090110,0
PC 20090111,0
PC 20090112,Braid
PC 20090113,0
PC 20090114,0
PC 20090115,0
PC 20090116,0
PC 20090117,0
PC 20090118,0
PC 20090119,0
PC 20090120,0
PC 20090121,0
PC 20090122,Horse
PC 20090123,0
PC 20090124,0
PC 20090125,0
PC 20090126,0
PC 20090127,0
PC 20090128,0
PC 20090129,0
PC 20090130,0
PC 20090131,0
PC 20090132,0
PC 20090133,0
PC 20090134,0
PC 20090135,Feline
PC 20090136,Braid
PC 20090137,Braid
PC 20090138,Braid
PC 20090139,0
PC 20090140,Braid
PC 20090141,Braid
PC 20090142,0
PC 20090143,0
PC 20090144,0
PC 20090145,0
PC 20090146,0
PC 20090147,0
PC 20090148,0
PC 20090149,Circles
PC 20090150,0
PC 20090151,0
PC 20090152,0
PC 20090153,0
PC 20090154,0
PC 20090155,0
PC 20090156,0
PC 20090157,0
PC 20090158,0
PC 20090159,0
PC 20090160,0
PC 20090161,0
PC 20090162,Circles
PC 20090163,0
PC 20090164,0
PC 20090165,0
PC 20090166,0
PC 20090167,0
PC 20090168,0
PC 20090169,0
PC 20090170,Circles
PC 20090171,0
PC 20090172,0
PC 20090173,0
PC 20090174,0
PC 20090175,0
PC 20090176,0
PC 20090177,0
PC 20090178,Circles
PC 20090179,0
PC 20090180,Quadruped
PC 20090181,0
PC 20090182,0
PC 20090183,0
PC 20090184,0
PC 20090185,0
PC 20090186,0
PC 20090187,0
PC 20090188,0
PC 20090189,0
PC 20090190,0
PC 20090191,0
PC 20090192,0
PC 20090193,0
PC 20090194,0
PC 20090195,0
PC 20090196,0
PC 20090197,0
PC 20090198,0
PC 20090199,Lotus
PC 20090199,Palmette
PC 20090200,0
PC 20090201,0
PC 20090202,0
PC 20090203,0
PC 20090204,0
PC 20090205,0
PC 20090206,0
PC 20090207,0
PC 20090208,0
PC 20090209,0
PC 20090210,0
PC 20090211,0
PC 20090212,0
PC 20090213,0
PC 20090214,0
PC 20090215,0
PC 20090216,0
PC 20090217,0
PC 20090218,0
PC 20090219,0
PC 20090220,0
PC 20090221,0
PC 20090222,0
PC 20090223,0
PC 20090224,0
PC 20090225,0
PC 20090226,0
PC 20090227,0
PC 20090228,0
PC 20090229,0
PC 20090230,0
PC 20090231,Circles
PC 20090232,Flower
PC 20090233,0
PC 20090234,0
PC 20090235,0
PC 20090236,0
PC 20090237,0
PC 20090238,Lotus
PC 20090239,0
PC 20090240,0
PC 20090241,Feline
PC 20090242,0
PC 20090243,0
PC 20090244,0
PC 20090245,0
PC 20090246,0
PC 20090247,0
PC 20090248,Dots
PC 20090249,0
PC 20090250,0
PC 20090251,0
PC 20090252,0
PC 20090253,0
PC 20090254,0
PC 20090255,0
PC 20090256,0
PC 20090257,0
PC 20090258,0
PC 20090259,0
PC 20090260,0
PC 20090261,0
PC 20090262,0
PC 20090263,0
PC 20090264,0
PC 20090265,0
PC 20090266,0
PC 20090267,0
PC 20090268,0
PC 20090269,0
PC 20090270,0
PC 20090271,Rosette
PC 20090272,Chevron
PC 20090273,0
PC 20090274,0
PC 20090275,Banquet
PC 20090276,0
PC 20090277,0
PC 20090278,0
PC 20090279,0
PC 20090280,0
PC 20090281,0
PC 20090282,0
PC 20090283,0
PC 20090284,0
PC 20090285,0
PC 20090286,0
PC 20090287,0
PC 20090288,0
PC 20090289,0
PC 20090290,0
PC 20090291,0
PC 20090292,0
PC 20090293,0
PC 20090294,0
PC 20090295,0
PC 20090296,0
PC 20090297,0
PC 20090298,0
PC 20090299,0
PC 20090300,0
PC 20090301,0
PC 20090302,0
PC 20090303,0
PC 20090304,0
PC 20100001,0
PC 20100002,0
PC 20100003,0
PC 20100004,0
PC 20100005,0
PC 20100006,0
PC 20100007,Dots
PC 20100007,Quadruped
PC 20100007,Animal
PC 20100008,0
PC 20100009,0
PC 20100010,0
PC 20100011,Dots
PC 20100012,0
PC 20100013,Dots
PC 20100014,Seated Figure
PC 20100015,0
PC 20100016,0
PC 20100017,0
PC 20100018,0
PC 20100019,Flower
PC 20100019,Florette
PC 20100020,0
PC 20100021,0
PC 20100022,0
PC 20100023,0
PC 20100024,0
PC 20100025,0
PC 20100026,0
PC 20100027,0
PC 20100028,0
PC 20100029,0
PC 20100030,0
PC 20100031,0
PC 20100032,0
PC 20100033,0
PC 20100034,0
PC 20100035,Guilloche
PC 20100036,0
PC 20100037,0
PC 20100038,0
PC 20100039,0
PC 20100040,0
PC 20100041,0
PC 20100042,0
PC 20100043,0
PC 20100044,0
PC 20100045,0
PC 20100046,0
PC 20100047,0
PC 20100048,0
PC 20100049,0
PC 20100050,0
PC 20100051,0
PC 20100052,0
PC 20100053,0
PC 20100054,0
PC 20100055,0
PC 20100056,0
PC 20100057,0
PC 20100058,0
PC 20100059,0
PC 20100060,0
PC 20100061,0
PC 20100062,0
PC 20100063,0
PC 20100064,0
PC 20100065,0
PC 20100066,0
PC 20100067,0
PC 20100068,Horse Race
PC 20100068,Guilloche
PC 20100069,Dots
PC 20100070,0
PC 20100071,0
PC 20100072,0
PC 20100073,0
PC 20100074,0
PC 20100075,0
PC 20100076,0
PC 20100077,0
PC 20100078,0
PC 20100079,0
PC 20100080,0
PC 20100081,0
PC 20100082,0
PC 20100083,Dots
PC 20100084,0
