label,Motif
PC 20100085,0
PC 20100086,0
PC 20100087,Feline
PC 20100088,0
PC 20100089,Procession
PC 20100090,0
PC 20100091,0
PC 20100092,0
PC 20100093,0
PC 20100094,0
PC 20110001,Quadruped
PC 20110002,0
PC 20110003,0
PC 20110004,Banquet
PC 20110005,Feline
PC 20110006,0
PC 20110007,0
PC 20110008,0
PC 20110009,0
PC 20110010,0
PC 20110011,0
PC 20110012,Volute
PC 20110013,0
PC 20110014,0
PC 20110015,0
PC 20110016,0
PC 20110017,0
PC 20110018,0
PC 20110019,0
PC 20110020,0
PC 20110021,0
PC 20110022,0
PC 20110023,0
PC 20110024,0
PC 20110025,0
PC 20110026,0
PC 20110027,0
PC 20110028,0
PC 20110029,0
PC 20110030,0
PC 20110031,0
PC 20110032,0
PC 20110033,0
PC 20110034,Notches
PC 20110035,0
PC 20110036,0
PC 20110037,0
PC 20110038,0
PC 20110039,0
PC 20110040,0
PC 20110041,0
PC 20110042,0
PC 20110043,Notches
PC 20110044,0
PC 20110045,0
PC 20110046,Horse Race
PC 20110047,0
PC 20110048,Guilloche
PC 20110048,Seated Figure
PC 20110049,Banquet
PC 20110050,Seated Figure
PC 20110051,0
PC 20110052,0
PC 20110053,0
PC 20110054,Horse Race
PC 20110054,Guilloche
PC 20110055,0
PC 20110056,0
PC 20110057,Gorgon
PC 20110058,Female
PC 20110059,0
PC 20110060,0
PC 20110061,0
PC 20110062,0
PC 20110063,0
PC 20110064,0
PC 20110065,0
PC 20110066,0
PC 20110067,Banquet
PC 20110068,Horse Race
PC 20110068,Guilloche
PC 20110069,0
PC 20110070,0
PC 20110071,0
PC 20110072,0
PC 20110073,0
PC 20110074,0
PC 20110075,Feline
PC 20110076,0
PC 20110077,0
PC 20110078,0
PC 20110079,0
PC 20110080,0
PC 20110081,0
PC 20110082,0
PC 20110083,Banquet
PC 20110084,Guilloche
PC 20110084,Procession
PC 20110085,Feline
PC 20110086,0
PC 20110087,0
PC 20110088,0
PC 20110089,0
PC 20110090,0
PC 20110091,0
PC 20110092,0
PC 20110093,0
PC 20110094,0
PC 20110095,0
PC 20110096,0
PC 20110097,0
PC 20110098,0
PC 20110099,Feline
PC 20110100,0
PC 20110101,Guilloche
PC 20120001,0
PC 20120002,0
PC 20120003,0
PC 20120004,0
PC 20120005,0
PC 20120006,0
PC 20120007,0
PC 20120008,0
PC 20120009,0
PC 20120010,0
PC 20120011,0
PC 20120012,0
PC 20120013,0
PC 20120014,0
PC 20120015,0
PC 20120016,0
PC 20120017,0
PC 20120018,0
PC 20120019,0
PC 20120020,0
PC 20120021,0
PC 20120022,Feline
PC 20120023,0
PC 20120024,0
PC 20120025,0
PC 20120026,0
PC 20120027,0
PC 20120028,0
PC 20120029,0
PC 20120030,0
PC 20120031,0
PC 20120032,Feline
PC 20120033,0
PC 20120034,0
PC 20120035,0
PC 20120036,0
PC 20120037,0
PC 20120038,0
PC 20120039,0
PC 20120040,0
PC 20120041,0
PC 20120042,Lotus
PC 20120042,Palmette
PC 20120043,0
PC 20120044,0
PC 20120045,0
PC 20120046,0
PC 20120047,0
PC 20120048,0
PC 20120049,0
PC 20120050,0
PC 20120051,0
PC 20120052,0
PC 20120053,0
PC 20120054,0
PC 20120055,Braid
PC 20120056,0
PC 20120057,0
PC 20120058,0
PC 20120059,0
PC 20120060,0
PC 20120061,0
PC 20120062,0
PC 20120063,0
PC 20120064,0
PC 20120065,0
PC 20120066,0
PC 20120067,0
PC 20120068,0
PC 20120069,0
PC 20120070,0
PC 20120071,Guilloche
PC 20120072,0
PC 20120073,0
PC 20120074,0
PC 20120075,0
PC 20120076,0
PC 20120077,0
PC 20120078,0
PC 20120079,0
PC 20120080,0
PC 20120081,0
PC 20120082,0
PC 20120083,0
PC 20120084,0
PC 20120085,0
PC 20120086,0
PC 20120087,0
PC 20120088,0
PC 20120089,0
PC 20120090,0
PC 20120091,0
PC 20120092,0
PC 20120093,0
PC 20120094,0
PC 20120095,Volute
PC 20120096,0
PC 20120097,0
PC 20120098,0
PC 20120099,0
PC 20120100,0
PC 20120101,0
PC 20120102,0
PC 20120103,0
PC 20120104,0
PC 20120105,0
PC 20120106,0
PC 20120107,0
PC 20120108,0
PC 20120109,0
PC 20120110,0
PC 20120111,0
PC 20120112,Gorgon
PC 20120112,Hair
PC 20120113,0
PC 20120114,0
PC 20120115,Horse Race
PC 20120116,0
PC 20120117,0
PC 20120118,Banquet
PC 20120118,Guilloche
PC 20120119,0
PC 20120120,0
PC 20120121,0
PC 20120122,0
PC 20120123,0
PC 20120124,0
PC 20120125,0
PC 20120126,0
PC 20120127,0
PC 20120128,0
PC 20120129,0
PC 20120130,0
PC 20120131,0
PC 20120132,Vegetal
PC 20120133,Guilloche
PC 20120134,0
PC 20120135,0
PC 20120136,0
PC 20120137,0
PC 20120138,0
PC 20120139,0
PC 20120140,0
PC 20120141,0
PC 20120142,0
PC 20120143,Gorgon
PC 20120143,Hair
PC 20120144,0
PC 20120145,0
PC 20120146,0
PC 20120147,0
PC 20120148,0
PC 20120149,0
PC 20120150,0
PC 20120151,0
PC 20120152,0
PC 20120153,0
PC 20120154,0
PC 20120155,0
PC 20120156,0
PC 20120157,0
PC 20120158,0
PC 20120159,0
PC 20120160,0
PC 20120161,0
PC 20120162,0
PC 20120163,0
PC 20120164,0
PC 20120165,0
PC 20120166,0
PC 20120167,0
PC 20120168,0
PC 20120169,0
PC 20120170,0
PC 20120171,0
PC 20120172,0
PC 20120173,0
PC 20120174,0
PC 20120175,Gorgon
PC 20120175,Hair
PC 20120176,Gorgon
PC 20120176,Hair
PC 20120177,0
PC 20120178,0
PC 20120179,0
PC 20120180,Florette
PC 20120181,0
PC 20120182,0
PC 20120183,0
PC 20120184,0
PC 20120185,0
PC 20120186,0
PC 20120187,0
PC 20120188,0
PC 20120189,Quadruped
PC 20120189,Circles
PC 20120190,0
PC 20120191,0
PC 20120192,0
PC 20120193,0
PC 20120194,0
PC 20120195,0
PC 20120196,0
PC 20120197,0
PC 20120198,0
PC 20120199,0
PC 20120200,0
PC 20120201,0
PC 20120202,0
PC 20120203,0
PC 20120204,Triangular
PC 20120205,0
PC 20120206,0
PC 20120207,Gorgon
PC 20120207,Hair
PC 20120208,0
PC 20120209,0
PC 20120210,0
PC 20120211,0
PC 20120212,0
PC 20120213,0
PC 20120214,0
PC 20120215,0
PC 20120216,Hair
PC 20120216,Gorgon
PC 20120217,Banquet
PC 20120218,0
PC 20120219,Circles
PC 20120220,0
PC 20120221,0
PC 20120222,0
PC 20120223,0
PC 20120224,0
PC 20120225,0
PC 20120226,0
PC 20120227,0
PC 20120228,0
PC 20120229,0
PC 20120230,0
PC 20120231,0
PC 20120232,0
PC 20120233,Banquet
PC 20120233,Figure
PC 20120233,Guilloche
PC 20120234,0
PC 20120235,0
PC 20120236,0
PC 20120237,0
PC 20120238,0
PC 20120239,0
PC 20120240,0
PC 20120241,0
PC 20120242,0
PC 20120243,0
PC 20130001,Seated Figure
PC 20130001,Asterisk
PC 20130002,0
PC 20130003,0
PC 20130004,0
PC 20130005,0
PC 20130006,0
PC 20130007,0
PC 20130008,0
PC 20130009,0
PC 20130010,0
PC 20130011,Triangular
PC 20130012,0
PC 20130013,Quadruped
PC 20130014,0
PC 20130015,0
PC 20130016,0
PC 20130017,0
PC 20130018,0
PC 20130019,0
PC 20130020,0
PC 20130021,0
PC 20130022,0
PC 20130023,0
PC 20130024,0
PC 20130025,0
PC 20130026,0
PC 20130027,Circles
PC 20130028,0
PC 20130029,0
PC 20130030,0
PC 20130031,0
PC 20130032,0
PC 20130033,0
PC 20130034,0
PC 20130035,0
PC 20130036,0
PC 20130037,0
PC 20130038,0
PC 20130039,0
PC 20130040,0
PC 20130041,Braid
PC 20130042,0
PC 20130043,0
PC 20130044,0
PC 20130045,0
PC 20130046,0
PC 20130047,0
PC 20130048,0
PC 20130049,0
PC 20130050,0
PC 20130051,Quadruped
PC 20130052,0
PC 20130053,0
PC 20130054,0
PC 20130055,0
PC 20130056,0
PC 20130057,0
PC 20130058,0
PC 20130059,0
PC 20130060,0
PC 20130061,0
PC 20130062,0
PC 20130063,0
PC 20130064,0
PC 20130065,0
PC 20130066,0
PC 20130067,0
PC 20130068,0
PC 20130069,Volute
PC 20130069,Triangular
PC 20130069,Vegetal
PC 20130070,0
PC 20130071,0
PC 20130072,0
PC 20130073,0
PC 20130074,Dots
PC 20130075,0
PC 20130076,0
PC 20130077,0
PC 20130078,0
PC 20130079,0
PC 20130080,0
PC 20130081,0
PC 20130082,0
PC 20130083,0
PC 20130084,0
PC 20130085,0
PC 20130086,0
PC 20130087,0
PC 20130088,0
PC 20130089,0
PC 20130090,0
PC 20130091,0
PC 20130092,0
PC 20130093,Circles
PC 20130094,0
PC 20130095,0
PC 20130096,0
PC 20130097,0
PC 20130098,0
PC 20130099,0
PC 20130100,0
PC 20130101,0
PC 20130102,0
PC 20130103,0
PC 20130104,0
PC 20130105,0
PC 20130106,0
PC 20130107,0
PC 20130108,0
PC 20130109,0
PC 20130110,0
PC 20130111,0
PC 20130112,0
PC 20130113,0
PC 20130114,0
PC 20130115,0
PC 20130116,0
PC 20130117,0
PC 20130118,0
PC 20130119,0
PC 20130120,0
PC 20130121,0
PC 20130122,0
PC 20130123,0
PC 20130124,0
PC 20130125,0
PC 20130126,Braid
PC 20130127,0
PC 20130128,0
PC 20130129,0
PC 20130130,0
PC 20130131,0
PC 20130132,0
PC 20130133,0
PC 20130134,0
PC 20130135,0
PC 20130136,0
PC 20130137,0
PC 20130138,0
PC 20130139,0
PC 20130140,0
PC 20130141,0
PC 20130142,0
PC 20130143,0
PC 20130144,0
PC 20130145,0
PC 20130146,0
PC 20130147,0
PC 20130148,0
PC 20130149,0
PC 20130150,0
PC 20130151,0
PC 20130152,0
PC 20130153,0
PC 20130154,0
PC 20130155,0
PC 20130156,0
PC 20130157,0
PC 20130158,0
PC 20130159,0
PC 20130160,0
PC 20130161,0
PC 20130162,0
PC 20130163,0
PC 20130164,0
PC 20130165,0
PC 20130166,0
PC 20130167,0
PC 20130168,0
PC 20130169,0
PC 20130170,0
PC 20130171,0
PC 20130172,0
PC 20130173,0
PC 20130174,0
PC 20130175,0
PC 20130176,0
PC 20130177,0
PC 20130178,0
PC 20130179,0
PC 20130180,0
PC 20130181,0
PC 20130182,0
PC 20130183,0
PC 20130184,Braid
PC 20130185,0
PC 20130186,Triangular
PC 20130187,0
PC 20130188,0
PC 20130189,0
PC 20130190,0
PC 20130191,0
PC 20130192,0
PC 20130193,0
PC 20130194,0
PC 20130195,0
PC 20130196,0
PC 20130197,0
PC 20130198,0
PC 20130199,0
PC 20130200,0
PC 20130201,0
PC 20130202,0
PC 20130203,0
PC 20130204,0
PC 20130205,0
PC 20130206,0
PC 20130207,0
PC 20130208,0
PC 20130209,0
PC 20130210,0
PC 20130211,0
PC 20130212,0
PC 20130213,0
PC 20130214,0
PC 20130215,0
PC 20130216,0
PC 20130217,Dots
PC 20130218,0
PC 20130219,Triangular
PC 20130220,0
PC 20130221,0
PC 20130222,0
PC 20130223,0
PC 20130224,0
PC 20130225,0
PC 20130226,0
PC 20130227,0
PC 20130228,0
PC 20130229,0
PC 20130230,0
PC 20130231,0
PC 20130232,0
PC 20130233,0
PC 20130234,0
PC 20130235,0
PC 20130236,0
PC 20130237,0
PC 20130238,0
PC 20130239,0
PC 20130240,0
PC 20130241,0
PC 20130242,0
PC 20130243,0
PC 20130244,0
PC 20130245,0
PC 20130246,0
PC 20130247,0
PC 20130248,0
PC 20130249,0
PC 20130250,0
PC 20130251,0
PC 20130252,0
PC 20130253,0
PC 20130254,0
PC 20130255,0
PC 20130256,0
PC 20130257,0
PC 20130258,0
PC 20130259,0
PC 20130260,0
PC 20130261,0
PC 20130262,Triangular
PC 20130263,0
PC 20130264,0
PC 20130265,0
PC 20130267,0
PC 20130268,0
PC 20130269,0
PC 20130270,0
PC 20130271,0
PC 20130272,0
PC 20130273,0
PC 20130274,0
PC 20130275,0
PC 20130276,0
PC 20130277,0
PC 20130278,0
PC 20130279,0
PC 20130280,0
PC 20130281,0
PC 20130282,0
PC 20130283,0
PC 20130284,0
PC 20130285,0
PC 20140001,0
PC 20140002,0
PC 20140003,0
PC 20140004,0
PC 20140005,0
PC 20140006,0
PC 20140007,0
PC 20140008,0
PC 20140009,0
PC 20140010,0
PC 20140011,0
PC 20140012,0
PC 20140013,0
PC 20140014,0
PC 20140015,0
PC 20140016,0
PC 20140017,0
PC 20140018,0
PC 20140019,0
PC 20140020,0
PC 20140021,0
PC 20140022,0
PC 20140023,0
PC 20140024,0
PC 20140025,0
PC 20140026,0
PC 20140027,0
PC 20140028,0
PC 20140029,Geometric
PC 20140029,Circles
PC 20140030,0
PC 20140031,0
PC 20140032,Circles
PC 20140033,0
PC 20140034,Bird
PC 20140035,0
PC 20140036,0
PC 20140037,0
PC 20140038,0
PC 20140039,0
PC 20140040,0
PC 20140041,0
PC 20140042,Hair
PC 20140042,Male
PC 20140043,0
PC 20140044,0
PC 20140045,Triangular
PC 20140046,Rosette
PC 20140047,0
PC 20140048,Circles
PC 20140049,Procession
PC 20140049,Banquet
PC 20140049,Horse Race
PC 20140050,0
PC 20140051,0
PC 20140052,0
PC 20140053,0
PC 20140054,0
PC 20140055,0
PC 20140056,0
PC 20140057,0
PC 20140058,0
PC 20140059,0
PC 20140060,0
PC 20140061,0
PC 20140062,0
PC 20140063,0
PC 20140064,0
PC 20140065,Rosette
PC 20140066,0
PC 20140067,0
PC 20140068,0
PC 20140069,0
PC 20140070,0
PC 20140071,Feline
PC 20140072,0
PC 20140073,0
PC 20140074,0
PC 20140075,0
PC 20140076,0
PC 20140077,0
PC 20140078,0
PC 20140079,0
PC 20140080,0
PC 20140081,0
PC 20140082,0
PC 20140083,0
PC 20140084,0
PC 20140085,Animal
PC 20140086,Guilloche
PC 20140087,0
PC 20140088,Procession
PC 20140088,Seated Figure
PC 20140089,0
PC 20140090,0
PC 20140091,Rosette
PC 20140092,Rosette
PC 20140093,0
PC 20140094,Feline
PC 20140095,0
PC 20140096,0
PC 20140097,0
PC 20140098,0
PC 20140099,0
PC 20140100,0
PC 20140101,0
PC 20140102,0
PC 20140103,0
PC 20140104,Triangular
PC 20140105,0
PC 20140106,0
PC 20140107,Figure
PC 20140107,Seated Figure
PC 20140107,Procession
PC 20140108,0
PC 20140109,0
PC 20140110,0
PC 20140111,Feline
PC 20140112,Triangular
PC 20140113,0
PC 20140114,0
PC 20140115,0
PC 20140116,Figure
PC 20140116,Banquet
PC 20140116,Flower
PC 20140116,Seated Figure
PC 20140117,0
PC 20140118,0
PC 20140119,0
PC 20140120,0
PC 20140121,0
PC 20140122,0
PC 20140123,Banquet
PC 20140124,Figure
PC 20140124,Lotus
PC 20140124,Procession
PC 20140125,0
PC 20140126,0
PC 20140127,0
PC 20140128,0
PC 20140129,0
PC 20140130,0
PC 20140131,0
PC 20140132,0
PC 20140133,0
PC 20140134,0
PC 20140135,0
PC 20140136,0
PC 20140137,0
PC 20140138,0
PC 20140139,0
PC 20140140,0
PC 20140141,0
PC 20140142,0
PC 20140143,0
PC 20140144,0
PC 20150001,0
PC 20150002,0
PC 20150003,0
PC 20150004,0
PC 20150005,0
PC 20150006,0
PC 20150007,0
PC 20150008,0
PC 20150009,Gorgon
PC 20150009,Hair
PC 20150010,0
PC 20150011,0
PC 20150012,0
PC 20150013,0
PC 20150014,0
PC 20150015,0
PC 20150016,0
PC 20150017,0
PC 20150018,0
PC 20150019,Hair
PC 20150019,Gorgon
PC 20150019,Tongue
PC 20150020,0
PC 20150021,0
PC 20150022,0
PC 20150023,0
PC 20150024,0
PC 20150025,0
PC 20150026,Quadruped
PC 20150027,0
PC 20150028,0
PC 20150029,0
PC 20150030,Figure
PC 20150031,Guilloche
PC 20150031,Horse
PC 20150032,0
PC 20150033,0
PC 20150034,0
PC 20150035,0
PC 20150036,0
PC 20150037,0
PC 20150038,0
PC 20150039,0
PC 20150040,0
PC 20150041,0
PC 20150042,0
PC 20150043,0
PC 20150044,Horse Race
PC 20150044,Hair
PC 20150044,Guilloche
PC 20150045,Braid
PC 20150045,Horse Race
PC 20150046,0
PC 20150047,0
PC 20150048,Circles
PC 20150049,Animal
PC 20150050,0
PC 20150051,Seated Figure
PC 20150052,Banquet
PC 20150052,Figure
PC 20150053,Guilloche
PC 20150053,Figure
PC 20150053,Banquet
PC 20150054,Feline
PC 20150054,Female
PC 20150054,Rosette
PC 20150054,Hair
PC 20150055,0
PC 20150056,0
PC 20150057,Horse Race
PC 20150058,0
PC 20150059,Rosette
PC 20150060,Rosette
PC 20150060,Feline
PC 20150061,0
PC 20150062,0
PC 20150063,Rosette
PC 20150064,Hair
PC 20150064,Feline
PC 20150065,0
PC 20150066,0
PC 20150067,0
PC 20150068,0
PC 20150069,0
PC 20150070,0
PC 20150071,0
PC 20150072,0
PC 20150073,Procession
PC 20150074,Rosette
PC 20150075,Seated Figure
PC 20150076,0
PC 20150077,0
PC 20150078,Dots
PC 20150079,0
PC 20150080,0
PC 20150081,0
PC 20150082,0
PC 20150083,0
PC 20150084,0
PC 20150085,0
PC 20160001,Sphinx
PC 20160002,0
PC 20160003,0
PC 20160004,0
PC 20160005,0
PC 20160006,0
PC 20160007,0
PC 20160008,0
PC 20160009,0
PC 20160010,0
PC 20160011,Triangular
PC 20160012,0
PC 20160013,0
PC 20160014,Braid
PC 20160015,0
PC 20160016,0
PC 20160017,0
PC 20160018,0
PC 20160019,0
PC 20160020,0
PC 20160021,0
PC 20160022,0
PC 20160023,0
PC 20160024,0
PC 20160025,0
PC 20160026,0
PC 20160027,0
PC 20160028,0
PC 20160029,0
PC 20160030,0
PC 20160031,0
PC 20160032,Circles
PC 20160033,0
PC 20160034,0
PC 20160035,Hair
PC 20160036,0
PC 20160037,0
PC 20160038,0
PC 20160039,0
PC 20160040,0
PC 20160041,0
PC 20160042,Figure
PC 20160042,Stag
PC 20160043,0
PC 20160044,0
PC 20160045,0
PC 20160046,0
PC 20160047,0
PC 20160048,0
PC 20160049,0
PC 20160050,0
PC 20160051,0
PC 20160052,0
PC 20160053,0
PC 20160054,0
PC 20160055,0
PC 20160056,Hair
PC 20160056,Gorgon
PC 20160057,0
PC 20160058,0
PC 20160059,0
PC 20160060,0
PC 20160061,0
PC 20160062,0
PC 20160063,0
PC 20160064,0
PC 20160065,0
PC 20160066,0
PC 20160067,Triangular
PC 20160068,Figure
PC 20160068,Lotus
PC 20160069,0
PC 20160070,0
PC 20160071,0
PC 20160072,0
PC 20160073,0
PC 20160074,0
PC 20160075,0
PC 20160076,0
PC 20160077,0
PC 20160078,0
PC 20160079,Braid
PC 20160080,0
PC 20160081,0
PC 20160082,0
PC 20160083,0
PC 20160084,0
PC 20160085,0
PC 20160086,0
PC 20160087,0
PC 20160088,0
PC 20160089,0
PC 20160090,0
PC 20160091,0
PC 20160092,0
PC 20160093,0
PC 20160094,0
PC 20160095,0
PC 20160096,0
PC 20160097,0
PC 20165112,0
PC 20170001,0
PC 20170002,0
PC 20170003,0
PC 20170004,0
PC 20170005,0
PC 20170006,0
PC 20170007,0
PC 20170008,0
PC 20170009,0
PC 20170010,0
PC 20170011,0
PC 20170012,0
PC 20170013,0
PC 20170014,0
PC 20170015,0
PC 20170016,0
PC 20170017,0
PC 20170018,0
PC 20170019,0
PC 20170020,0
PC 20170021,0
PC 20170022,0
PC 20170023,0
PC 20170024,0
PC 20170025,0
PC 20170026,0
PC 20170027,0
PC 20170028,0
PC 20170029,0
PC 20170030,0
PC 20170031,0
PC 20170032,0
PC 20170033,0
PC 20170034,0
PC 20170035,0
PC 20170036,0
PC 20170037,0
PC 20170038,0
PC 20170039,0
PC 20170040,0
PC 20170041,0
PC 20170042,0
PC 20170043,0
PC 20170044,0
PC 20170045,0
PC 20170046,0
PC 20170047,0
PC 20170048,0
PC 20170049,0
PC 20170050,0
PC 20170051,0
PC 20170052,0
PC 20170053,0
PC 20170054,0
PC 20170055,0
PC 20170056,0
PC 20170057,0
PC 20170058,0
PC 20170059,0
PC 20170060,0
PC 20170061,0
PC 20170062,0
PC 20170064,0
PC 20170065,0
PC 20170066,0
PC 20180001,0
PC 20180002,0
PC 20180003,0
PC 20180004,0
PC 20180005,0
PC 20180006,0
PC 20180007,0
PC 20180008,0
PC 20180009,0
PC 20180010,0
PC 20180011,0
PC 20180012,0
PC 20180013,0
PC 20180014,0
PC 20180015,0
PC 20180016,0
PC 20180017,0
PC 20180018,0
PC 20180019,0
PC 20180020,0
PC 20180021,0
PC 20180022,0
PC 20180023,0
PC 20180024,0
PC 20180025,0
PC 20180026,0
PC 20180027,0
PC 20180028,0
PC 20180029,0
PC 20180030,0
PC 20180031,0
PC 20180032,0
PC 20180033,0
PC 20180034,0
PC 20180035,Triangular
PC 20180035,Ray
PC 20180035,Chevrons
PC 20180036,Other
PC 20180037,Other
PC 20180038,0
PC 20180039,0
PC 20180040,0
PC 20180041,0
PC 20180042,0
PC 20180043,0
PC 20180044,0
PC 20180045,0
PC 20180046,0
PC 20180047,0
PC 20180048,0
PC 20180049,0
PC 20180050,0
PC 20180051,0
PC 20180052,0
PC 20180053,0
PC 20180054,Triangular
PC 20180055,0
PC 20180056,0
PC 20180057,0
PC 20180058,Guilloche
PC 20180059,0
PC 20180060,0
PC 20180061,0
PC 20180062,0
PC 20180063,0
PC 20180064,0
PC 20180065,0
PC 20180066,0
PC 20180067,0
PC 20180068,0
PC 20180069,0
PC 20180070,0
PC 20180071,0
PC 20180072,Female
PC 20180072,Figure
PC 20180072,Hair
PC 20180072,Potnia Theron
PC 20190001,Other
PC 20190002,0
PC 20190003,0
PC 20190004,0
PC 20190005,0
PC 20190006,0
PC 20190007,0
PC 20190008,0
PC 20190009,0
PC 20190010,Geometric
PC 20190010,Triangular
PC 20190010,Other
PC 20190011,Deer
PC 20190011,Quadruped
PC 20190012,Geometric
PC 20190013,0
PC 20190014,0
PC 20190015,0
PC 20190016,Geometric
PC 20190017,0
PC 20190018,0
PC 20190019,0
PC 20190020,Palmette
PC 20190020,Lotus
PC 20190021,0
PC 20190022,Panther
PC 20190022,Animal
PC 20190022,Feline
PC 20190023,0
PC 20190024,Geometric
PC 20190025,Geometric
PC 20190026,Geometric
PC 20190027,0
PC 20190028,Geometric
PC 20190029,0
PC 20190030,Horse Race
PC 20190031,0
PC 20190032,0
PC 20190033,Geometric
PC 20190034,0
PC 20190035,0
PC 20190036,0
PC 20190037,0
PC 20190038,0
PC 20190039,0
PC 20190040,0
PC 20190041,0
PC 20190042,0
PC 20190043,0
PC 20190044,0
PC 20190045,0
PC 20190046,0
PC 20190047,Braid
PC 20190048,0
PC 20190049,0
PC 20190050,0
PC 20190051,0
PC 20190052,0
PC 20190053,0
PC 20190054,0
PC 20190055,0
PC 20190056,0
PC 20190057,0
PC 20190058,0
PC 20190059,0
PC 20190060,0
PC 20190061,0
PC 20190062,Gorgon
PC 20190063,0
PC 20190064,0
PC 20190065,0
PC 20190066,0
PC 20190067,0
PC 20190068,0
PC 20190069,0
PC 20190070,0
PC 20190071,0
PC 20190072,0
PC 20190073,0
PC 20190074,Palmette
PC 20190074,Volute
PC 20190074,Lotus
PC 20190075,0
PC 20190076,0
PC 20190077,0
PC 20190078,0
PC 20190079,0
PC 20190080,0
PC 20190081,0
PC 20190082,0
PC 20190083,Circles
PC 20190083,Triangular
PC 20190084,0
PC 20190085,0
PC 20190086,0
PC 20190087,0
PC 20190088,0
PC 20190089,0
PC 20190090,0
PC 20190091,0
PC 20190092,0
PC 20190093,0
PC 20190094,Quadruped
PC 20190094,Triangular
PC 20190094,Geometric
PC 20190094,Animal
PC 20190094,Figure
PC 20190095,0
PC 20190096,0
PC 20190097,0
PC 20190098,0
PC 20190099,0
PC 20190100,0
PC 20190101,0
PC 20190102,0
PC 20190103,0
PC 20190104,Geometric
PC 20190105,0
PC 20190106,0
PC 20190107,0
PC 20190108,0
PC 20190109,0
PC 20190110,0
PC 20190111,0
PC 20190112,0
PC 20190113,0
PC 20190114,0
PC 20190115,0
PC 20190116,Circles
PC 20190117,0
PC 20190118,0
PC 20190118,0
PC 20190120,0
PC 20190121,0
PC 20190122,0
PC 20190123,0
PC Temp 10314,0
PC Temp 10315,0
PC Temp 11028,0
PC Temp 11063,0
PC Temp 11064,0
PC Temp 11082,0
VdM 20060001,0
VdM 20060002,0
VdM 20060003,0
VdM 20060004,0
VdM 20060005,0
VdM 20060006,0
VdM 20060007,0
VdM 20060008,0
VdM 20060009,0
VdM 20060010,0
VdM 20060011,0
VdM 20060012,0
VdM 20060013,0
VdM 20060014,0
VdM 20060015,0
VdM 20060016,0
VdM 20060017,0
VdM 20060018,0
VdM 20060019,0
VdM 20060020,0
VdM 20060021,0
VdM 20060022,0
VdM 20060023,0
VdM 20060024,0
VdM 20060025,0
VdM 20060026,0
VdM 20060027,0
VdM 20060028,0
VdM 20060029,0
VdM 20060030,0
VdM 20060031,0
VdM 20060032,0
VdM 20060033,0
VdM 20060034,0
VdM 20060035,0
VdM 20060036,0
VdM 20060037,0
VdM 20060038,0
VdM 20060039,0
VdM 20060040,0
VdM 20060041,0
VdM 20060042,0
VdM 20060043,0
VdM 20060044,0
VdM 20060045,0
VdM 20060046,0
VdM 20060047,0
VdM 20060048,0
VdM 20060049,0
VdM 20060050,0
VdM 20060051,0
VdM 20060052,0
VdM 20060053,0
VdM 20060054,0
VdM 20060055,0
VdM 20060056,0
VdM 20060057,0
VdM 20060058,0
VdM 20060059,0
VdM 20060060,0
VdM 20060061,0
VdM 20060062,0
VdM 20060063,0
VdM 20060064,0
VdM 20060065,0
VdM 20060066,0
VdM 20060067,0
VdM 20060068,0
VdM 20060069,0
VdM 20060070,0
VdM 20060071,0
VdM 20060072,0
VdM 20060073,0
VdM 20060074,Figure
VdM 20060074,Palmette
VdM 20060075,0
VdM 20060076,0
VdM 20060077,0
VdM 20060078,0
VdM 20060079,0
VdM 20060080,0
VdM 20060081,0
VdM 20060082,0
VdM 20060083,0
VdM 20060084,0
VdM 20060085,0
VdM 20060086,0
VdM 20060087,0
VdM 20060088,0
VdM 20060089,0
VdM 20060090,0
VdM 20060091,0
VdM 20060092,0
VdM 20060093,0
VdM 20060094,Circles
VdM 20060095,0
VdM 20060096,0
VdM 20060097,0
VdM 20060098,0
VdM 20060099,0
VdM 20060100,0
VdM 20060101,0
VdM 20060102,0
VdM 20060103,0
VdM 20060104,0
VdM 20060105,0
VdM 20060106,0
VdM 20060107,0
VdM 20060108,0
VdM 20060109,0
VdM 20060110,0
VdM 20060111,0
VdM 20060112,0
VdM 20060113,0
VdM 20060114,0
VdM 20060115,0
VdM 20060116,0
VdM 20060117,0
VdM 20060118,0
VdM 20060119,0
VdM 20060120,0
VdM 20060121,0
VdM 20060122,0
VdM 20060123,0
VdM 20060124,0
VdM 20060125,0
VdM 20060126,0
VdM 20060127,0
VdM 20060128,0
VdM 20060129,0
VdM 20060130,0
VdM 20060131,0
VdM 20060132,0
VdM 20060133,0
VdM 20060134,0
VdM 20060135,0
VdM 20060136,0
VdM 20060137,0
VdM 20060138,Circles
VdM 20060139,0
VdM 20060140,0
VdM 20060141,0
VdM 20060142,0
VdM 20060143,0
VdM 20060144,0
VdM 20060145,0
VdM 20060146,0
VdM 20060147,Braid
VdM 20060148,0
VdM 20060149,0
VdM 20060150,0
VdM 20060151,0
VdM 20060152,0
VdM 20060153,0
VdM 20060154,0
VdM 20060155,0
VdM 20060156,0
VdM 20060157,0
VdM 20060158,Palmette
VdM 20060159,0
VdM 20060160,0
VdM 20060161,0
VdM 20060162,0
VdM 20060163,0
VdM 20060164,0
VdM 20060165,0
VdM 20060166,0
VdM 20060167,0
VdM 20060168,0
VdM 20060169,0
VdM 20060170,0
