label,Motif,Decorative_Technique
PC 19680755,"[""Rosette""]","[""Cavetto""]"
PC 20040047,0,0
PC 19710421,0,0
VdM 20165018,0,0
PC 19780229,0,0
PC 20160045,0,0
PC 19720417,0,"[""Stamped""]"
VdM 20060030,0,0
PC 19810144,0,0
PC 19670447,0,"[""Incised""]"
PC 19810052,0,0
PC 19670213,"[""Banquet"", ""Female""]","[""Cavetto""]"
PC 19880159,0,0
PC 19890057,0,0
PC 19880069,0,0
PC 19730330,0,0
PC 20050009,0,0
PC 19780110,0,0
PC 19760137,0,0
PC 19920047,0,0
PC 19760124,0,0
PC 19980053,0,0
PC 19660205,"[""Banquet"", ""Guilloche"", ""Female""]",0
PC 19710570,0,0
PC 19780235,0,0
PC 19790004,0,0
PC 19950072,0,0
PC 19670234,"[""Seated Figure"", ""Procession""]",0
PC 19690259,"[""Lotus"", ""Palmette""]",0
PC 20140006,0,0
PC 19780264,0,"[""Incised""]"
PC 19670285,"[""Circles""]","[""Stamped""]"
PC 19690271,0,"[""Incised""]"
PC 19710467,0,0
PC 19780246,0,0
PC 19690048,0,0
PC 19681045,"[""Circles""]","[""Stamped""]"
PC 20190058,0,0
PC 19920025,0,0
PC 19690151,0,0
PC 19680062,0,0
PC 19810030,0,0
PC 19810009,0,0
PC 19780271,0,0
PC 19810001,0,0
PC 19670224,"[""Banquet"", ""Female""]",0
PC 19680676,"[""Rabbit""]","[""Cavetto""]"
PC 19950007,0,0
PC 19800066,0,0
PC 19670254,"[""Lotus"", ""Female"", ""Procession""]",0
PC 19680472,"[""Griffin""]","[""Painted""]"
PC 19780148,0,0
PC 19780292,0,0
PC 19730123,0,0
PC 19690208,0,0
PC 19810054,0,0
PC 19900089,0,0
PC 19780180,0,0
PC 19710832,0,"[""Painted"", ""Applique""]"
PC 19810122,0,0
VdM 20165012,0,0
VdM 20165143,0,0
PC 19730014,0,0
PC 19690031,"[""Horse Race""]",0
PC 19670274,"[""Seated Figure"", ""Procession""]",0
PC 19710740,0,0
PC 19660236,0,"[""Painted""]"
PC 19700430,"[""Horse Race""]",0
PC 19810021,0,0
PC 19670465,"[""Seated Figure""]","[""Relief""]"
PC 19670210,"[""Banquet"", ""Female""]",0
PC 19710886,0,0
PC 19690164,"[""Seated Figure"", ""Guilloche""]",0
PC 19930088,0,0
PC 19660048,"[""Horse Race""]",0
PC 19810053,0,0
PC 19890120,0,0
PC 19930044,0,0
PC 19810131,0,0
PC 19780257,0,0
PC 19800254,0,"[""Inlay"", ""Incised""]"
PC 20090260,0,"[""Incised""]"
PC 19770042,0,0
PC 19880048,0,0
PC 19670060,0,0
PC 19840129,0,0
PC 19730274,0,"[""Incised""]"
PC 20130278,0,0
PC 19980077,"[""Meander""]","[""Incised""]"
PC 19910029,0,0
PC 19680181,0,0
PC 19680217,0,0
PC 19780239,0,0
PC 20050035,0,0
PC 19670086,"[""Rosette""]","[""Fluted""]"
PC 20010072,0,0
PC 19810003,0,0
PC 19940082,0,0
PC 20030126,0,0
PC 20150010,0,"[""Impressed""]"
PC 19930139,0,0
PC 19720444,0,0
PC 19710678,0,0
PC 19890081,0,0
PC 19710195,0,0
PC 19680188,0,0
PC 19860001,0,"[""Inlay""]"
PC 19780233,0,0
PC 19810128,0,0
PC 19680735,"[""Rosette""]","[""Cavetto""]"
PC 19670181,"[""Banquet"", ""Female""]",0
PC 19690079,0,0
PC 19780024,0,"[""Fluted""]"
PC 19710833,0,"[""Painted"", ""Applique""]"
PC 19680734,0,"[""Cavetto""]"
PC 19780126,0,0
PC 19700144,0,0
VdM 20165122,0,0
PC 19680513,0,0
PC 19680209,0,0
PC 19980036,0,0
PC 19980092,0,0
PC 19720478,"[""Tongue""]",0
PC 19810025,0,0
PC 19760020,0,0
PC 19810150,0,0
PC 19840151,0,0
PC 19760109,0,0
PC 19910021,0,0
PC 19780240,0,0
PC 19770065,0,0
PC 19930046,0,0
PC 19660020,0,"[""Incised""]"
PC 19710301,0,0
PC 19920048,0,0
PC 19800112,0,0
PC 19670373,"[""Seated Figure""]",0
PC 19660029,"[""Gorgon""]",0
PC 19680484,0,0
PC 19810145,0,0
PC 19700375,"[""Seated Figure""]",0
PC 19680750,"[""Rosette""]","[""Cavetto""]"
PC 19680026,"[""Gorgon""]",0
PC 19780248,0,"[""Incised""]"
PC 19680162,"[""Female""]",0
PC 19780084,0,0
VdM 20165127,0,0
PC 19930021,0,0
PC 19800175,0,0
PC 19670026,"[""Gorgon""]","[""Relief""]"
PC 19950023,0,0
PC 19800096,0,0
PC 19790271,"[""Gorgon""]",0
PC 19730329,0,0
PC 19670117,"[""Horse Race"", ""Guilloche""]",0
PC 19810084,"[""Gorgon""]",0
PC 19780065,0,0
VdM 20175042,0,0
PC 19860084,0,0
PC 19670119,"[""Horse Race""]","[""Cavetto""]"
PC 19800071,0,0
PC 19700048,"[""Deer""]",0
PC 19780085,0,0
PC 19790093,0,0
PC 19700381,0,"[""Pierced""]"
PC 19690046,0,0
PC 19700245,0,0
PC 19800047,0,0
PC 20170033,0,0
PC 19670062,"[""Feline""]","[""Relief""]"
PC 19700053,"[""Rosette""]","[""Incised"", ""Painted""]"
PC 19720216,0,0
PC 19900066,0,"[""Incised""]"
PC 19700008,0,"[""Incised""]"
PC 19780105,0,0
PC 19690689,0,0
PC 19720206,0,0
PC 19890105,0,0
PC 20090104,0,0
PC 19670261,"[""Procession"", ""Female""]",0
PC 19720300,0,0
PC 19800151,"[""Panther""]",0
PC 19950159,0,"[""Incised"", ""Impressed""]"
PC 19710216,0,0
PC 19710619,0,0
PC 19850052,0,0
PC 19790033,0,0
PC 19700358,0,0
PC 19790278,"[""Gorgon""]",0
PC 19780129,0,0
PC 19680374,0,0
PC 19780203,0,"[""Inlay""]"
PC 19700374,"[""Seated Figure""]",0
PC 19680682,"[""Guilloche""]",0
PC 19850124,0,"[""Inlay""]"
PC 19840231,0,0
PC 19960036,0,0
PC 19680742,"[""Rosette""]","[""Cavetto""]"
PC 19710695,0,"[""Incised""]"
PC 19870113,0,0
PC 19680168,0,0
PC 19800226,"[""Gorgon""]",0
PC 19810146,0,0
PC 19660191,"[""Banquet""]",0
PC 19780217,0,0
PC 19720031,0,0
PC 19800070,0,0
PC 19680136,0,0
PC 19810129,0,0
PC 19710476,0,"[""Molded""]"
PC 20080207,0,0
PC 20070253,0,0
PC 19970010,0,0
PC 19680421,0,"[""Painted""]"
PC 19890066,0,0
PC 19730068,0,0
PC 19690290,0,"[""Incised""]"
PC 19700002,"[""Horse Race""]",0
PC 20160059,0,0
PC 19870025,0,0
PC 19680380,0,"[""Painted""]"
PC 19840228,0,0
PC 19710634,"[""Tongue"", ""Animal""]",0
PC 19670262,"[""Procession"", ""Female""]",0
PC 19790265,0,0
PC 19680509,0,0
PC 19800165,0,0
PC 19780153,0,0
PC 19770167,0,0
PC 20090077,0,0
PC 19700365,"[""Rosette""]","[""Molded""]"
PC 20030150,0,"[""Finger Incised""]"
PC 19720205,0,0
PC 19700193,0,0
PC 19670140,"[""Horse Race""]",0
PC 19720461,0,0
PC 19890054,0,"[""Inlay""]"
PC 19890114,0,0
PC 19780181,0,0
PC 19720223,0,0
PC 19680738,0,"[""Cavetto""]"
PC 19660179,0,0
PC 19780025,0,0
VdM 20060057,0,0
PC 19780237,0,0
PC 19780236,0,0
PC 19970113,0,0
PC 19800024,0,"[""Ribbed""]"
PC 19690411,0,"[""Cavetto""]"
PC 19670025,0,0
PC 20110064,0,0
PC 19810010,0,0
PC 19720299,0,0
PC 19810196,0,"[""Beveled"", ""Inlay""]"
PC 19660230,"[""Feline""]","[""Relief""]"
PC 19670170,"[""Banquet""]","[""Cavetto""]"
PC 19710105,"[""Wrestler""]",0
PC 19780075,0,0
PC 19670202,"[""Banquet"", ""Female""]",0
PC 19680657,"[""Feline""]",0
PC 19670075,0,0
PC 20090270,0,0
PC 19670105,"[""Horse Race""]",0
PC 20050034,0,0
PC 19680376,0,0
PC 19780249,0,0
PC 19670303,"[""Seated Figure""]",0
PC 19880110,0,0
PC 19780155,0,"[""Incised""]"
PC 19950063,0,0
PC 19800176,0,0
PC 19800035,0,0
PC 19950154,0,0
PC 19680442,"[""Palmette""]","[""Stamped""]"
PC 19790042,0,0
PC 19670047,0,0
PC 20070170,0,"[""Ridged"", ""Incised""]"
PC 19680402,"[""Procession""]",0
PC 19660032,0,0
VdM 20165140,0,0
PC 19710406,0,0
PC 19680333,0,0
PC 19660282,"[""Seated Figure"", ""Guilloche""]",0
PC 19700123,0,"[""Incised""]"
PC 19660040,"[""Banquet"", ""Female""]",0
PC 19670461,0,0
PC 19680373,0,"[""Painted""]"
PC 19680654,"[""Feline""]",0
PC 19660060,"[""Feline""]",0
PC 20110030,0,"[""Incised""]"
PC 19940105,0,0
PC 20090242,0,0
PC 19790134,0,0
PC 19720104,0,0
PC 19710174,0,"[""Incised""]"
PC 19790297,0,"[""Inlay"", ""Incised""]"
PC 19710680,"[""Animal""]","[""Incised""]"
PC 19660162,0,0
PC 19850120,0,"[""Inlay""]"
PC 19680655,"[""Feline""]",0
PC 20050030,"[""Guilloche""]","[""Incised""]"
PC 19690210,"[""Lion"", ""Feline""]",0
PC 19680656,"[""Feline""]",0
PC 20170037,0,0
PC 19680651,"[""Feline""]",0
PC 20070169,0,"[""Fenestrated""]"
PC 19790045,0,0
PC 19780207,0,0
PC 19700286,0,"[""Molded""]"
PC 19780208,0,"[""Beveled"", ""Inlay""]"
PC 19950051,0,0
PC 19890033,0,0
PC 19780152,0,0
PC 19670053,"[""Feline"", ""Rosette""]",0
PC 19800081,0,0
PC 19660042,"[""Banquet"", ""Female""]",0
PC 19710589,0,0
PC 20160004,0,0
PC 19730091,0,0
PC 19680691,"[""Rabbit""]","[""Cavetto""]"
PC 19680623,0,0
PC 19680078,"[""Rosette""]","[""Cavetto""]"
PC 19780238,0,0
PC 19780090,0,0
PC 19810207,0,0
PC 19690707,0,0
PC 19770214,0,"[""Painted""]"
PC 20160017,0,0
PC 20050050,0,0
PC 19670223,"[""Banquet""]",0
PC 20080099,0,0
PC 20170061,0,0
PC 19710612,0,0
PC 19750096,0,0
PC 19710629,0,0
PC 19780241,0,0
PC 19680130,"[""Gorgon""]",0
PC 19970158,0,0
PC 20110076,0,0
PC 19670240,"[""Procession"", ""Guilloche""]",0
PC 19670203,"[""Banquet"", ""Female""]",0
PC 19690293,"[""Circles"", ""Dots""]","[""Incised"", ""Molded""]"
PC 19850086,0,0
PC 19790069,0,"[""Molded""]"
PC 19800050,0,0
PC 19730131,0,0
PC 20070020,"[""Deer""]","[""Stamped""]"
PC 19890083,0,0
PC 19670367,"[""Seated Figure""]",0
PC 19810124,0,0
PC 19790269,0,0
PC 19970154,0,0
PC 19790292,0,"[""Inlay"", ""Incised""]"
PC 19930109,0,0
PC 19780260,0,0
PC 19710673,0,"[""Incised""]"
PC 19910005,0,0
PC 19810026,0,0
PC 19670187,"[""Banquet"", ""Guilloche""]",0
PC 19720518,0,0
PC 19730100,0,0
PC 19800119,0,0
PC 19670020,0,0
PC 19800015,0,0
PC 19700429,"[""Feline""]",0
PC 19800055,0,0
PC 19840232,0,0
PC 19800172,0,0
PC 19680744,"[""Rosette""]","[""Cavetto""]"
PC 19680411,"[""Palmette""]",0
PC 20080030,0,"[""Cavetto""]"
PC 19780056,0,0
PC 19800141,0,0
VdM 20165034,0,0
VdM 20165076,0,0
PC 19710876,"[""Guilloche""]",0
VdM 20165032,0,0
PC 19990050,0,0
PC 19770177,"[""Seated Figure""]",0
PC 19950189,0,0
PC 19720108,0,"[""Finger Incised""]"
PC 19800257,0,"[""Inlay""]"
PC 19800118,0,0
VdM 20165017,0,0
PC 19700063,0,0
PC 19730081,"[""Hair""]",0
PC 19830025,0,0
PC 19680501,0,0
PC 20040106,0,0
VdM 20155114,0,0
PC 20010037,0,"[""Incised""]"
PC 19720254,0,0
PC 19730310,0,0
PC 19690280,"[""Circles""]","[""Stamped""]"
PC 19710137,0,0
PC 19860014,0,0
PC 19680689,"[""Rabbit""]","[""Cavetto""]"
VdM 20155099,0,0
PC 19670360,"[""Seated Figure""]",0
PC 19710611,0,0
PC 19830051,0,0
VdM 20165116,0,0
VdM 20155098,0,0
PC 19770058,0,0
PC 20170032,0,0
PC 19920019,0,"[""Inlay""]"
PC 19720190,0,0
VdM 20155117,0,0
PC 19840112,0,0
PC 19680435,0,0
PC 19790141,0,0
PC 19870095,0,0
PC 19980022,0,0
PC 19670267,"[""Procession""]",0
PC 19770129,"[""Volute""]",0
PC 19810205,0,0
PC 19720018,"[""Dots""]",0
PC 20040062,0,0
PC 19670337,0,"[""Incised""]"
PC 19710682,0,"[""Incised""]"
PC 19690354,0,"[""Pierced""]"
PC 19850136,0,0
PC 19780197,0,0
PC 20130235,0,0
PC 19970066,0,0
PC 20010023,0,0
PC 19790039,0,0
PC 19720497,0,0
PC 19670147,"[""Horse Race"", ""Guilloche""]",0
PC 19690194,0,"[""Incised""]"
PC 19700294,0,0
PC 20010090,0,0
PC 19680023,0,"[""Painted""]"
PC 19670280,"[""Female""]",0
PC 20090078,0,0
PC 19710228,"[""Seated Figure""]",0
PC 19700285,"[""Horse""]",0
PC 19790116,0,0
PC 19720330,0,0
PC 19990031,0,0
PC 19710299,0,"[""Pierced""]"
PC 19960105,0,0
PC 19660281,"[""Seated Figure"", ""Guilloche""]",0
PC 19670059,0,0
PC 19720222,0,0
VdM 20175034,0,0
PC 19720246,0,0
PC 19790074,0,0
PC 19790006,0,0
PC 20130282,0,0
PC 20080180,0,"[""Cavetto""]"
PC 20010058,0,0
PC 19670377,0,0
PC 19660304,0,0
PC 19670073,"[""Gorgon"", ""Tongue""]","[""Relief""]"
PC 19920021,0,0
PC 19660254,"[""Horse Race""]",0
PC 19670130,"[""Horse Race""]",0
PC 19690318,0,"[""Incised""]"
PC 19910003,0,0
PC 19700163,0,0
PC 19800018,0,0
PC 19840230,0,0
PC 19960122,0,0
PC 19800239,"[""Rosette""]","[""Incised"", ""Stamped""]"
PC 19680137,0,0
PC 19670077,"[""Guilloche""]","[""Cavetto"", ""Relief""]"
PC 20140130,0,0
PC 19730297,0,0
PC 19980002,0,0
PC 20080060,0,"[""Ridged""]"
PC 20100020,0,"[""Inlay""]"
PC 19730243,0,0
PC 19700601,0,0
PC 19660253,"[""Horse Race""]",0
PC 20130252,0,0
PC 19690153,0,0
PC 19720244,0,0
PC 19670017,"[""Gorgon""]","[""Relief""]"
PC 19800082,0,0
PC 19800122,0,0
PC 19660197,"[""Banquet""]",0
PC 19680491,0,0
PC 19660252,"[""Horse Race"", ""Guilloche""]",0
PC 19750105,0,0
PC 19940060,0,0
PC 19990045,0,0
PC 19700349,"[""Gorgon""]",0
PC 19790249,0,"[""Impressed""]"
PC 19710186,0,0
PC 19850135,0,0
PC 19790047,0,0
PC 20140010,0,0
PC 19790247,0,0
PC 19680183,"[""Rosette""]",0
PC 19680337,"[""Seated Figure"", ""Female"", ""Procession""]",0
PC 19850090,0,0
PC 19670097,"[""Horse Race"", ""Guilloche""]",0
VdM20175027,0,0
PC 19700269,"[""Female""]","[""Relief"", ""Molded""]"
PC 19670052,0,0
PC 19790282,0,"[""Inlay""]"
PC 19770296,"[""Ram""]",0
PC 19660114,0,0
PC 19690257,0,0
PC 20090070,0,0
PC 19680718,"[""Rosette""]","[""Cavetto""]"
PC 19700162,0,0
PC 20160073,0,0
PC 19760045,0,0
PC 19910027,0,0
PC 19800049,0,0
PC 19700463,"[""Rosette""]","[""Cavetto""]"
PC 19670079,"[""Horse""]",0
PC 20110038,0,0
VdM 20165013,0,0
PC 20180055,0,0
PC 20040020,0,"[""Incised""]"
PC 19660109,0,0
PC 19770298,"[""Bird""]","[""Incised""]"
PC 20090210,0,0
PC 19690069,"[""Horse Race"", ""Guilloche""]",0
PC 19660306,0,0
PC 19720248,0,0
PC 19750104,0,0
PC 19670317,"[""Seated Figure""]","[""Cavetto""]"
PC 19720247,0,0
PC 20130237,0,0
PC 19681048,0,0
PC 19680661,0,0
PC 19670283,"[""Circles""]","[""Stamped""]"
PC 19770243,0,0
PC 19720392,"[""Bean""]","[""Applique""]"
PC 19700600,0,0
PC 19690139,"[""Panther""]",0
PC 19670443,"[""Seated Figure""]",0
PC 19730323,0,0
PC 20160006,0,0
PC 19710112,0,"[""Fluted""]"
PC 20190078,0,0
PC 19890031,0,0
PC 19700598,0,0
PC 19890086,0,0
PC 19710766,0,0
PC 19670099,"[""Horse Race""]","[""Cavetto""]"
PC 19720482,0,0
PC 19690219,0,"[""Incised""]"
PC 19680002,"[""Bird"", ""Circles"", ""Feline""]","[""Incised"", ""Applique"", ""Relief""]"
PC 19730331,0,0
PC 19680059,0,0
PC 19780289,0,"[""Incised""]"
PC 20040050,"[""Procession"", ""Guilloche""]",0
PC 19690082,0,0
PC 19720225,0,0
PC 19680762,"[""Rosette""]",0
VdM 20155110,0,0
PC 19680006,0,0
PC 19850061,0,0
PC 19720242,0,0
PC 19690255,0,"[""Incised""]"
PC 19700118,0,0
PC 20160075,0,0
PC 19810057,0,0
PC 19780159,0,"[""Painted""]"
PC 19780161,0,"[""Painted""]"
PC 19780175,0,"[""Incised""]"
PC 19790059,0,0
PC 19660154,"[""Lion""]",0
PC 19710622,0,0
PC 19980043,0,0
PC 19790061,0,0
PC 19760094,0,0
PC 20030035,0,0
PC 19700188,0,0
PC 19750048,0,0
PC 19690106,"[""Horse Race"", ""Guilloche""]",0
PC 19670191,"[""Banquet"", ""Guilloche""]",0
PC 19690006,"[""Panther""]","[""Incised"", ""Molded""]"
PC 19680698,0,"[""Cavetto""]"
PC 19710331,0,"[""Applique""]"
PC 19920080,"[""Circles""]",0
PC 19790044,0,0
PC 19660096,"[""Horse Race""]",0
PC 19710069,0,0
PC 19670085,"[""Guilloche""]","[""Cavetto"", ""Relief""]"
PC 19670056,"[""Palmette"", ""Lotus""]","[""Incised""]"
PC 19710706,"[""Bull""]",0
PC 19690627,0,0
PC 19660288,"[""Guilloche""]",0
PC 20160063,0,0
PC 20110035,0,0
PC 19700115,0,0
PC 20120060,0,0
PC 19780259,0,"[""Incised""]"
PC 19790106,0,0
PC 19960022,"[""Circles""]","[""Stamped"", ""Incised""]"
PC 19880189,0,0
PC 19680563,0,0
PC 20110007,0,0
PC 19680001,0,"[""Incised""]"
PC 19990008,0,0
PC 19700382,"[""Procession""]",0
PC 19710054,0,0
PC 19710265,0,0
PC 19780045,0,0
PC 19710835,0,0
PC 19670425,"[""Seated Figure"", ""Female""]","[""Applique""]"
PC 19770008,0,0
PC 19710470,0,"[""Molded""]"
PC 19970155,0,0
PC 19670482,0,0
PC 19710164,0,"[""Finger Incised""]"
PC 20090079,0,0
PC 19680627,0,0
PC 19780068,0,"[""Incised""]"
PC 19690150,0,"[""Inscribed""]"
PC 19840036,0,0
PC 19680677,"[""Guilloche""]",0
PC 19680011,0,0
PC 19800138,0,"[""Incised""]"
PC 19680079,0,0
PC 19670522,"[""Rosette""]","[""Cavetto""]"
PC 19770205,0,0
PC 19690439,0,0
PC 19810138,0,0
PC 19680764,0,0
PC 19770191,"[""Banquet""]",0
PC 19680429,0,"[""Painted""]"
PC 19700150,0,"[""Pierced""]"
PC 19790146,0,0
PC 20080161,0,0
PC 19680684,"[""Guilloche""]",0
PC 19690169,"[""Horse Race"", ""Guilloche""]",0
PC 20090130,0,"[""Finger Incised""]"
PC 19660196,"[""Banquet"", ""Female""]",0
PC 19670152,"[""Horse Race""]",0
PC 19710477,0,"[""Molded""]"
VdM 20165126,0,0
PC 19800109,0,0
PC 19710376,0,0
PC 19780178,0,0
PC 19690133,0,"[""Incised""]"
PC 20070310,0,"[""Painted""]"
PC 19700093,0,0
PC 19730197,0,0
PC 19840227,0,0
PC 19710540,0,0
PC 19700218,0,0
PC 19940181,0,0
PC 19710443,"[""Flower""]","[""Incised""]"
PC 19810222,"[""Guilloche""]","[""Inlay"", ""Incised""]"
PC 19680712,"[""Guilloche"", ""Rabbit""]","[""Cavetto""]"
PC 19770277,"[""Dots"", ""Circles""]",0
PC 20100094,0,0
PC 20080103,0,0
PC 20110032,0,0
PC 19790016,0,0
PC 19800093,0,0
PC 19900065,0,0
PC 19940097,0,0
PC 19720226,0,0
PC 19700394,0,0
PC 19710802,0,0
PC 19800291,"[""Chevron""]",0
PC 19680621,0,0
PC 19930064,0,0
PC 19670486,0,0
PC 19680610,0,0
PC 20160086,0,0
PC 19940075,0,0
PC 19770007,0,0
PC 19690187,0,"[""Molded""]"
PC 20090202,0,0
PC 19670228,"[""Horse Race""]",0
PC 19670006,0,0
PC 19840082,0,"[""Fenestrated""]"
PC 20160055,0,0
PC 19790300,0,"[""Inlay"", ""Incised""]"
PC 20180048,0,0
PC 19880008,"[""Lotus"", ""Flower""]","[""Inlay"", ""Incised""]"
PC 19660266,"[""Banquet"", ""Female"", ""Seated Figure""]",0
PC 19720157,0,0
PC 19680616,0,0
PC 19690380,0,0
PC 19670036,0,0
PC 19700132,0,0
PC 19730167,0,0
PC 19800293,0,"[""Incised""]"
VdM 20165156,0,0
PC 20050161,0,0
PC 19790148,0,0
PC 19680473,"[""Griffin""]","[""Painted""]"
PC 20160025,0,0
PC 20070057,0,0
PC 19660269,"[""Banquet"", ""Seated Figure""]",0
PC 19690321,"[""Banquet"", ""Guilloche""]",0
PC 19950026,0,0
PC 19710877,0,0
PC 19770017,"[""Banquet"", ""Guilloche""]","[""Relief""]"
PC 19680769,"[""Rosette""]",0
PC 19960067,0,0
PC 19700342,0,0
PC 19680624,0,0
PC 20050029,0,0
PC 19990046,0,0
PC 19800094,0,0
PC 19960030,0,0
PC 19720484,0,0
PC 19710889,0,0
PC 19800007,0,0
PC 19680606,0,0
PC 19670004,0,0
PC 19970171,0,0
PC 19680451,"[""Banquet""]",0
PC 19660194,"[""Banquet"", ""Female""]",0
PC 19800127,0,0
PC 19950034,0,0
PC 19830093,0,0
PC 19660244,"[""Procession"", ""Guilloche"", ""Female""]",0
PC 19710328,0,0
PC 19680587,"[""Seated Figure""]","[""Relief""]"
PC 19700211,0,0
PC 19780266,0,"[""Incised""]"
PC 19660163,0,0
PC 19980035,0,0
PC 19720192,0,0
PC 19740029,"[""Bean""]","[""Applique""]"
VdM 20165058,0,0
PC 19700599,0,0
PC 20070110,0,"[""Incised""]"
PC 19730261,"[""Palmette"", ""Female""]","[""Relief"", ""Molded"", ""Incised""]"
PC 19960069,0,0
PC 19760150,0,0
PC 19930132,0,0
PC 19680593,"[""Feline""]",0
PC 20050130,0,"[""Incised"", ""Stamped"", ""Inscribed""]"
PC 20040183,0,0
PC 19800095,0,0
VdM 20165004,0,0
PC 19890099,0,0
PC 19660245,"[""Procession""]",0
PC 19690315,0,0
PC 19780168,0,0
PC 19700033,0,0
PC 20150020,0,0
PC 19800220,"[""Feline""]",0
PC 20160074,0,0
PC 19770155,"[""Lion""]",0
PC 20090076,0,0
PC 19660226,"[""Horse Race"", ""Guilloche""]","[""Cavetto""]"
PC 19910040,0,0
PC 19760145,0,0
PC 20090037,0,0
PC 19680567,"[""Seated Figure""]",0
PC 19780279,0,0
PC 19670121,"[""Horse Race""]",0
PC 20130170,0,"[""Incised""]"
PC 19670098,"[""Horse Race"", ""Guilloche""]",0
PC 19710085,0,"[""Fluted""]"
PC 19850163,0,"[""Incised""]"
PC 19670323,"[""Seated Figure"", ""Guilloche""]",0
PC 19710591,0,0
PC 19720381,0,"[""Incised""]"
PC 19800128,0,0
PC 19790150,"[""Feline""]",0
PC 19910001,0,0
PC 19670318,"[""Seated Figure""]","[""Cavetto""]"
PC 19890102,0,0
PC 20090220,0,0
PC 19680275,0,"[""Painted""]"
PC 19950027,0,0
PC 19970060,0,0
PC 19710325,0,0
PC 20140080,0,0
PC 19700024,0,0
PC 19760079,0,"[""Incised""]"
PC 19940103,0,0
PC 19700212,0,0
PC 19660248,0,"[""Painted""]"
PC 19710641,0,0
PC 19700332,0,0
PC 19670156,"[""Horse Race"", ""Guilloche""]",0
PC 19710202,0,"[""Incised"", ""Applique""]"
PC 19750018,0,"[""Painted""]"
PC 19760108,0,0
PC 19940172,0,"[""Cavetto""]"
PC 19670322,"[""Seated Figure"", ""Guilloche""]",0
PC 19680799,0,0
PC 19670132,"[""Horse Race""]",0
PC 19950055,0,0
PC 20050025,0,0
PC 19690326,"[""Horse Race"", ""Guilloche""]",0
PC 19720159,0,0
PC 19670161,"[""Banquet"", ""Guilloche"", ""Female""]","[""Cavetto""]"
PC 19680478,0,0
PC 19690155,"[""Bearded"", ""Bearded Head""]",0
PC 19700458,0,0
PC 19950178,0,"[""Painted""]"
PC 19770024,0,0
PC 19720158,0,0
PC 19700035,0,"[""Incised""]"
PC 19710735,0,0
PC 19800216,"[""Horse Race"", ""Guilloche""]","[""Painted""]"
PC 19710679,0,0
PC 19700301,0,0
PC 19670122,"[""Horse Race""]","[""Cavetto""]"
PC 19950042,0,0
PC 19680659,0,"[""Inscribed""]"
PC 19790029,0,0
PC 19970110,0,0
PC 19890109,0,0
PC 19950082,0,0
PC 19700183,0,"[""Incised"", ""Molded""]"
PC 19710651,0,0
PC 19670144,"[""Horse Race"", ""Guilloche""]",0
PC 19770292,0,0
PC 19710645,0,0
PC 20030059,0,0
PC 19740010,0,0
PC 19980175,0,0
VdM 20165057,0,0
PC 19670095,"[""Horse Race"", ""Guilloche""]","[""Cavetto"", ""Relief""]"
PC 19760093,0,0
PC 19780069,0,"[""Incised""]"
PC 19670470,0,0
PC 20010071,0,0
PC 19950045,0,0
PC 19940175,0,"[""Incised"", ""Stamped""]"
PC 19670150,"[""Horse Race"", ""Guilloche""]",0
PC 19710024,0,0
PC 19720184,0,0
PC 19681034,0,0
PC 19670146,"[""Horse Race"", ""Guilloche""]",0
PC 19710177,0,0
PC 19780256,0,0
PC 19890110,0,0
PC 19690384,"[""Procession""]",0
PC 20070320,0,0
PC 19660195,"[""Horse Race"", ""Guilloche""]",0
PC 19680739,0,"[""Cavetto""]"
PC 19700452,"[""Guilloche""]",0
PC 20150070,0,"[""Incised""]"
VdM 20165005,0,0
PC 20160003,0,0
PC 19860091,0,0
PC 19690647,0,0
PC 19900001,0,0
PC 19710671,"[""Triangular""]","[""Applique""]"
PC 19670045,"[""Gorgon""]",0
PC 19710200,"[""Feline"", ""Animal""]",0
PC 19880157,"[""Feline""]",0
PC 19710683,"[""Ram""]",0
PC 19890106,0,0
PC 19790019,0,"[""Stamped""]"
PC 19670104,"[""Horse Race""]",0
PC 19710269,0,0
PC 19660265,"[""Banquet"", ""Female""]",0
PC 19700455,0,0
PC 19700087,0,"[""Incised""]"
PC 19980183,0,0
PC 19710086,0,"[""Fluted""]"
PC 19710504,0,0
PC 19670149,"[""Horse Race"", ""Guilloche""]",0
PC 20160028,0,0
PC 20160026,0,0
PC 19710807,0,0
PC 19900096,0,"[""Plastic""]"
PC 19730016,0,0
PC 20130233,0,0
PC 19710221,0,"[""Finger Incised""]"
PC 19760078,0,"[""Incised""]"
PC 20030104,0,0
PC 19780116,"[""Feline""]",0
PC 19690005,0,0
PC 19800206,"[""Panther""]",0
PC 19690291,0,"[""Fluted"", ""Scalloped""]"
PC 19710304,0,0
PC 19710643,0,0
PC 19670469,0,0
PC 19710872,0,0
PC 20130239,0,0
PC 19730011,0,0
PC 19700442,0,0
PC 19710652,0,0
PC 19880004,0,"[""Incised""]"
PC 19670031,0,0
PC 19710885,0,0
PC 19700419,0,0
PC 19810031,0,0
PC 20160076,0,0
PC 19770108,0,0
PC 19700337,0,0
PC 19680061,0,0
PC 19710040,0,0
PC 19950155,0,0
PC 20090093,0,0
PC 19770174,"[""Seated Figure""]",0
PC 19760021,"[""Banquet""]",0
PC 19660251,"[""Horse Race"", ""Guilloche""]",0
PC 19730206,0,0
