label,Motif,Decorative_Technique
PC 19940096,0,"[""Stamped""]"
PC 19680315,"[""Seated Figure"", ""Guilloche""]",0
PC 19710059,"[""Guilloche""]","[""Impressed""]"
PC 20040056,0,0
PC 20020055,0,0
PC 19840134,0,"[""Incised""]"
PC 20100074,0,0
PC 19770002,0,0
PC 19860056,0,0
PC 19711037,0,0
PC 19680121,"[""Horse Race"", ""Guilloche""]",0
PC 20140112,"[""Triangular""]",0
PC 19950098,0,0
PC 20080134,0,"[""Painted""]"
VdM 20060081,0,0
PC 19880085,0,"[""Incised""]"
PC 19711039,0,0
PC 19720396,"[""Bean""]","[""Applique""]"
PC 19820073,0,0
PC 19830079,0,0
PC 19680325,"[""Seated Figure"", ""Guilloche""]",0
PC 20120130,0,"[""Beveled""]"
PC 19730306,"[""Rosette"", ""Dots""]","[""Incised""]"
PC 19950146,0,0
PC 19950097,0,"[""Cavetto""]"
PC 19720432,0,0
VdM 20060037,0,0
PC 19730234,0,0
PC 19810096,0,0
PC 20070268,0,0
PC 19980016,0,0
PC 20070338,0,0
PC 19690074,0,0
PC 19850021,0,"[""Inscribed"", ""Letters""]"
PC 19710768,"[""Dots""]",0
PC 20070163,0,"[""Molded""]"
PC 19870105,0,"[""Painted""]"
PC 20080077,0,"[""Cavetto""]"
PC 19710257,0,"[""Incised""]"
PC 19880141,0,0
PC 20130131,0,0
PC 19810115,0,0
PC 20070167,0,"[""Molded""]"
PC 19680221,"[""Gorgon""]",0
PC 19870055,0,"[""Fenestrated""]"
PC 19930135,0,"[""Molded""]"
PC 19840086,0,"[""Incised""]"
PC 20050086,0,"[""Incised""]"
PC 19990068,0,0
PC 19850160,0,0
PC 19810132,0,0
PC 19670096,"[""Horse Race"", ""Guilloche""]","[""Relief"", ""Painted""]"
PC 19710577,"[""Feline""]",0
PC 20070284,0,0
PC 19680128,"[""Horse Race""]","[""Painted"", ""Cavetto""]"
PC 19950062,"[""Sphinx""]","[""Impressed""]"
PC 19710091,"[""Feline""]",0
PC 19730210,0,0
PC 20100093,0,0
PC 20090127,0,0
PC 19860083,0,0
PC 19820186,"[""Notches""]",0
PC 20130232,0,0
PC 19710262,0,0
PC 19760050,0,"[""Incised""]"
PC 19960059,0,0
PC 20110086,0,0
PC 19711038,0,0
PC 19890075,0,"[""Incised""]"
PC 19700406,0,"[""Painted""]"
PC 20000011,0,0
PC 19960110,0,0
PC 20130148,0,0
PC 20130155,0,0
PC 20050096,0,0
PC 20110088,0,0
PC 19720368,"[""Palmette""]","[""Stamped""]"
PC 19830094,0,0
PC 19820136,0,"[""Painted""]"
PC 20090174,0,"[""Stamped""]"
PC 19680285,0,"[""Painted""]"
PC 19920065,"[""Palmette""]","[""Stamped""]"
PC 20070022,0,0
PC 19710716,0,"[""Painted""]"
PC 19720288,0,"[""Stamped""]"
PC 20110025,0,"[""Cavetto""]"
VdM 20060211,0,0
PC 19680087,"[""Horse Race""]","[""Painted""]"
PC 19770047,0,0
PC 19710226,0,"[""Burnished""]"
PC 20000017,"[""Flower""]",0
PC 20090121,0,0
PC 19950013,0,0
PC 19770057,0,0
PC 19850082,0,"[""Incised""]"
PC 19760073,0,"[""Incised""]"
PC 20090048,0,"[""Incised""]"
PC 20030149,0,"[""Incised""]"
PC 19770293,"[""Flower"", ""Palmette""]","[""Stamped""]"
PC 19720397,"[""Bean""]","[""Applique""]"
PC 19730048,"[""Horse Race""]","[""Cavetto""]"
PC 19730047,"[""Lotus"", ""Volute""]","[""Stamped""]"
PC 20050129,0,0
PC 20080126,0,"[""Incised""]"
PC 19710077,0,0
PC 19840059,0,0
VdM 20155038,0,0
PC 20190063,0,0
PC 20030010,"[""Circles""]","[""Stamped""]"
PC 19760054,"[""Palmette""]","[""Stamped""]"
VdM 20155018,0,0
PC 19690212,0,"[""Painted""]"
PC 20140117,0,0
PC 20190117,0,0
PC 19950039,0,0
PC 19790162,0,"[""Stamped""]"
PC 19790036,0,0
PC 19710741,0,0
PC 19750025,0,"[""Painted""]"
VdM 20155001,0,0
PC 19680305,"[""Seated Figure""]","[""Painted""]"
PC 19710223,0,0
PC 20090044,0,0
PC 19680507,0,0
PC 19710718,"[""Palmette"", ""Guilloche""]","[""Stamped"", ""Relief""]"
PC 20070095,"[""Horse Race"", ""Guilloche""]",0
PC 19710413,0,0
PC 20070102,0,0
PC 20070325,0,0
PC 19710044,0,"[""Incised""]"
PC 20090228,0,"[""Incised""]"
PC 20000035,0,0
PC 19830026,0,0
PC 19730019,0,0
PC 20040051,0,0
PC 20140121,0,"[""Cavetto""]"
PC 20070059,0,0
PC 19830029,0,"[""Incised"", ""Molded""]"
PC 19680202,"[""Gorgon"", ""Tongue""]",0
PC 19680150,0,0
PC 19770049,0,"[""Stamped""]"
PC 19920082,0,0
PC 20070224,0,"[""Incised""]"
PC 20030067,0,0
PC 19820137,0,"[""Painted"", ""Stamped""]"
PC 19700418,0,0
PC 19760049,0,"[""Incised""]"
VdM 20060238,0,0
PC 19690263,0,"[""Applique""]"
PC 19720386,"[""Rosette""]","[""Stamped"", ""Molded""]"
PC 20040113,0,"[""Incised""]"
PC 20130208,0,0
PC 19760165,0,"[""Painted""]"
PC 19820138,0,"[""Painted""]"
PC 19710788,"[""Feline"", ""Procession""]","[""Painted""]"
PC 20070093,0,0
PC 20150042,0,"[""Incised""]"
VdM 20155072,0,0
PC 19930025,"[""Circles""]","[""Incised""]"
PC 19770026,0,0
PC 19880076,"[""Feline""]",0
PC 19840150,0,"[""Incised""]"
PC 19880045,0,"[""Fluted""]"
PC 19680118,"[""Horse Race""]","[""Painted""]"
PC 20130221,0,0
PC 19720243,0,0
PC 19720049,0,"[""Incised""]"
PC 20110005,"[""Feline""]","[""Ridged""]"
PC 20120153,0,0
PC 19810045,0,0
PC 20050135,0,"[""Fenestrated""]"
PC 20070031,"[""Braid""]",0
PC 19790053,"[""Banquet""]",0
PC 19680450,"[""Banquet""]","[""Painted""]"
VdM 20155006,0,0
PC 19920086,0,0
PC 19770128,0,"[""Incised""]"
PC 19770290,"[""Seated Figure""]",0
PC 20040168,"[""Tongue""]","[""Stamped""]"
PC 19770051,0,"[""Incised"", ""Stamped""]"
PC 20090038,0,"[""Finger Incised""]"
PC 19840145,0,0
PC 19890071,"[""Palmette""]","[""Incised"", ""Stamped""]"
PC 20030127,0,"[""Incised""]"
PC 19760008,0,"[""Incised""]"
PC 19770090,"[""Flower""]",0
PC 19720059,0,"[""Incised""]"
PC 20080209,"[""Dots""]","[""Incised""]"
PC 19710800,0,0
VdM 20155027,0,0
PC 19710765,"[""Ray""]",0
PC 19950086,0,0
PC 20010013,0,"[""Painted"", ""Applique""]"
PC 19770190,0,0
PC 19800075,0,0
PC 20130137,0,0
PC 20090269,0,0
PC 19800232,0,"[""Incised""]"
PC 19850172,0,0
PC 19690242,0,"[""Stamped""]"
PC 20020079,0,0
PC 20100073,0,0
PC 19670038,"[""Rosette""]","[""Relief"", ""Cavetto"", ""Molded""]"
PC 19810189,0,0
PC 19820031,0,0
PC 20070165,"[""Guilloche""]",0
VdM 20060078,0,"[""Impressed""]"
VdM 20060215,0,0
PC 20110101,"[""Guilloche""]",0
PC 19840119,"[""Feline""]",0
PC 19680205,"[""Gorgon"", ""Tongue""]",0
PC 20070307,0,0
PC 19840091,0,"[""Incised""]"
PC 19710314,"[""Seated Figure""]",0
VdM 20155011,0,0
PC 19760133,0,"[""Fluted""]"
PC 19940164,0,0
PC 19710541,0,0
PC 19720173,0,"[""Incised"", ""Molded""]"
PC 20150004,0,"[""Incised""]"
PC 20000109,0,0
PC 20090254,0,"[""Molded""]"
PC 19840175,0,0
PC 19820071,0,0
PC 20080138,0,0
PC 19710293,0,0
PC 20100067,0,0
PC 20090157,0,0
PC 20030072,0,0
PC 19710192,"[""Rosette""]",0
PC 19680258,"[""Horse Race""]","[""Painted""]"
PC 20070184,0,0
PC 19940152,0,0
VdM 20060144,0,0
PC 19720524,0,0
PC 19680332,0,0
PC 19680394,"[""Procession""]",0
PC 19680277,"[""Feline""]","[""Painted""]"
PC 19920045,0,0
PC 20080206,0,"[""Incised""]"
PC 20070046,0,0
PC 19890149,0,0
PC 19820084,0,0
PC 19870106,0,0
PC 19710380,0,0
PC 19850041,0,"[""Impressed""]"
PC 19990056,"[""Circles""]","[""Incised"", ""Stamped""]"
PC 20140119,0,0
PC 19711004,0,0
PC 19850066,0,"[""Inscribed""]"
PC 19850015,0,"[""Inscribed""]"
PC 19680191,0,"[""Painted""]"
PC 19970085,0,0
PC 19990093,"[""Feline"", ""Panther""]",0
PC 19680292,"[""Rosette""]",0
PC 19770232,0,0
PC 20080028,0,"[""Incised""]"
PC 19990071,0,0
PC 19850147,0,0
PC 19950157,0,"[""Incised""]"
PC 20140102,0,0
PC 20130203,0,0
PC 20080096,0,0
VdM 20155049,0,0
PC 20110085,"[""Feline""]",0
VdM 20155078,0,0
PC 19930050,0,0
PC 19820162,0,0
PC 20080164,0,"[""Impressed""]"
PC 20110044,0,0
PC 20140036,0,0
PC 19770244,0,0
PC 19840162,0,"[""Painted""]"
PC 20080019,0,0
PC 19970140,0,"[""Incised""]"
PC 19800234,0,"[""Inscribed""]"
PC 19870117,0,0
PC 19940109,0,0
PC 19760004,0,0
PC 19970003,0,0
PC 20070062,0,"[""Cavetto""]"
PC 20190107,0,0
PC 19730035,0,"[""Incised""]"
PC 20050126,0,0
PC 20070162,0,0
VdM 20165139,0,"[""Slipped""]"
PC 19870032,0,0
PC 19910010,0,"[""Cavetto""]"
PC 20140114,0,"[""Cavetto""]"
VdM 20155020,0,0
PC 19990074,0,0
PC 19680461,"[""Seated Figure""]",0
PC 19800148,0,0
PC 19730017,0,"[""Stamped"", ""Incised""]"
PC 19880062,"[""Flower""]","[""Incised""]"
PC 19780013,"[""Banquet""]","[""Cavetto""]"
PC 19810224,0,0
PC 19970107,0,"[""Incised""]"
PC 19720377,"[""Guilloche""]","[""Molded""]"
PC 20190103,0,"[""Impressed""]"
PC 19800183,"[""Volute""]","[""Stamped""]"
PC 20070257,0,"[""Painted""]"
PC 19890062,0,"[""Incised"", ""Stamped""]"
VdM 20155033,0,0
PC 19850040,0,"[""Inscribed""]"
PC 20140038,0,"[""Incised""]"
PC 20110083,"[""Banquet""]",0
PC 20180062,0,0
PC 19760110,0,0
PC 19790035,0,0
PC 19810065,0,0
PC 19900085,0,"[""Stamped""]"
PC 19690158,"[""Horse""]","[""Painted""]"
PC 20110062,0,"[""Beveled"", ""Cavetto""]"
PC 20050093,0,"[""Finger Incised"", ""Inscribed""]"
PC 20190034,0,0
PC 19690184,0,"[""Stamped""]"
PC 19680361,"[""Banquet""]",0
PC 19680363,"[""Banquet""]",0
PC 19940144,0,0
PC 20080189,0,"[""Incised""]"
PC 20020061,0,0
PC 20070206,0,"[""Molded""]"
PC 19660171,"[""Ram""]","[""Incised""]"
VdM 20060155,0,0
PC 20090221,0,0
VdM 20155104,0,"[""Incised"", ""Inscribed"", ""Letters""]"
PC 19820181,0,0
PC 19690142,"[""Circles""]","[""Stamped""]"
VdM 20155008,0,0
PC 19660172,"[""Gorgon""]",0
PC 20000080,0,0
PC 19720115,"[""Procession"", ""Female""]","[""Stamped""]"
PC 19900087,"[""Rosette""]","[""Molded""]"
PC 19680255,"[""Horse Race""]","[""Painted""]"
PC 19840097,0,"[""Incised""]"
PC 20100009,0,0
PC 19820101,0,0
PC 19680406,"[""Banquet""]",0
PC 19940148,0,"[""Ridged""]"
PC 19910020,"[""Gorgon""]",0
PC 20080145,0,"[""Incised""]"
VdM 20155071,0,0
PC 19660100,"[""Banquet"", ""Guilloche"", ""Female""]",0
PC 20050090,"[""Procession"", ""Guilloche""]",0
PC 20040102,0,0
PC 19820180,"[""Feline""]",0
PC 19680528,"[""Horse Race"", ""Guilloche""]","[""Painted""]"
PC 19770297,0,"[""Painted""]"
PC 20080069,0,0
PC 20030003,0,0
PC 20080133,0,0
PC 20180020,0,0
PC 20190069,0,"[""Finger Incised"", ""Ridged""]"
PC 20160097,0,0
PC 19870145,0,0
PC 19720305,"[""Meander""]","[""Incised""]"
PC 19940079,0,0
PC 19780189,0,0
PC 19800177,0,"[""Stamped""]"
PC 19810064,0,0
PC 20140074,0,0
PC 19810177,0,0
PC 19680403,"[""Seated Figure"", ""Female"", ""Procession""]",0
VdM 20165080,"[""Dots""]","[""Painted""]"
PC 19930002,"[""Guilloche""]","[""Stamped""]"
PC 19720416,0,"[""Stamped""]"
PC 19990007,0,0
PC 19820085,0,0
PC 19910018,0,"[""Incised""]"
PC 19900013,0,"[""Painted""]"
PC 20150063,"[""Rosette""]","[""Incised""]"
PC 20070221,0,0
PC 20080139,0,"[""Fluted""]"
PC 19680350,"[""Banquet""]","[""Painted""]"
PC 20040117,0,0
VdM 20060143,0,"[""Ridged"", ""Incised""]"
PC 20110024,0,"[""Fenestrated""]"
PC 19730112,"[""Banquet"", ""Guilloche""]",0
VdM 20155079,0,"[""Incised""]"
PC 19930111,0,0
PC 19810071,0,0
PC 20090128,0,0
PC 19840161,0,"[""Incised""]"
PC 20120181,0,0
PC 20140125,0,0
PC 19680511,"[""Animal""]",0
PC 19660116,"[""Horse Race"", ""Guilloche""]","[""Cavetto"", ""Relief""]"
PC 19680633,0,"[""Painted""]"
PC 20120011,0,0
PC 20080128,0,"[""Stamped""]"
PC 19770146,0,0
PC 19760027,0,0
PC 20190099,0,"[""Bifurcated"", ""Beveled""]"
PC 19680171,0,"[""Painted""]"
PC 19790152,0,"[""Incised""]"
PC 19890163,0,0
PC 19820014,"[""Guilloche""]","[""Inlay"", ""Incised""]"
PC 19760042,"[""Volute""]",0
PC 19910014,0,0
PC 19850131,0,0
PC 20070227,0,0
PC 20020029,0,0
PC 19940147,0,"[""Ridged"", ""Applique""]"
PC 19810018,0,0
PC 19770236,0,0
PC 20080127,0,"[""Ridged""]"
PC 20010062,0,"[""Cavetto""]"
VdM 20060191,0,0
PC 20150068,0,0
PC 20180037,"[""Other""]","[""Stamped""]"
PC 19690368,"[""Tongue""]",0
PC 20030057,0,"[""Cavetto""]"
PC 19670185,"[""Banquet"", ""Female""]","[""Cavetto""]"
PC 19680105,"[""Horse Race""]","[""Painted""]"
PC 19800139,"[""Palmette""]",0
PC 20110082,0,"[""Cavetto""]"
PC 20040124,0,0
PC 20160052,0,"[""Incised""]"
PC 19940080,0,0
PC 19780219,"[""Guilloche""]","[""Impressed""]"
PC 20040126,0,0
PC 19711032,0,0
PC 20140002,0,0
PC 19840072,0,"[""Incised""]"
PC 19930116,"[""Notches""]","[""Impressed""]"
PC 19680401,"[""Seated Figure"", ""Female"", ""Procession""]",0
PC 19730141,"[""Volute""]","[""Molded""]"
PC 20130145,0,0
PC 19710681,0,"[""Incised""]"
PC 19970012,0,"[""Relief"", ""Molded""]"
PC 20000052,0,0
PC 19900028,0,0
PC 20070247,0,0
PC 19680102,"[""Horse Race"", ""Guilloche""]","[""Painted""]"
PC 19780211,0,0
VdM 20165067,0,0
PC 19730085,"[""Volute""]","[""Incised""]"
PC 20070197,0,0
PC 19750056,"[""Circles""]","[""Incised""]"
PC 19680555,"[""Banquet"", ""Female""]",0
PC 19700096,"[""Circles""]","[""Stamped""]"
PC 19940154,0,"[""Painted""]"
PC 19940131,0,"[""Painted""]"
PC 19730288,0,0
VdM 20060079,0,0
PC 20090018,0,0
PC 19800247,0,0
PC 19700364,"[""Seated Figure""]",0
PC 19820038,0,0
PC 19710292,0,0
PC 20070289,0,"[""Ridged""]"
PC 19870083,0,"[""Incised""]"
PC 19680299,"[""Seated Figure""]",0
PC 19720390,"[""Bean""]","[""Applique""]"
VdM 20155029,0,0
PC 20030002,0,0
PC 20030055,0,"[""Inlay"", ""Incised""]"
PC 19950081,0,0
PC 19760062,"[""Ray""]","[""Painted""]"
PC 19670173,"[""Banquet""]","[""Cavetto""]"
PC 20090118,0,0
PC 20140066,0,0
PC 19800173,0,0
PC 19680266,"[""Seated Figure""]",0
PC 19680550,0,0
PC 19780163,0,"[""Impressed"", ""Molded""]"
PC 19710459,0,"[""Molded""]"
VdM 20165023,"[""Figure""]","[""Painted""]"
VdM 20155043,0,0
PC 20090193,0,0
PC 19710579,0,0
PC 19930103,0,0
VdM 20165109,0,0
PC 19690117,"[""Seated Figure""]",0
PC 19690053,"[""Feline""]","[""Ridged""]"
PC 19840171,0,"[""Fenestrated""]"
PC 19940132,0,"[""Painted""]"
PC 20150024,0,"[""Beveled"", ""Incised""]"
VdM 20155024,0,0
PC 20120048,0,0
PC 19840110,0,"[""Incised""]"
PC 19840090,0,"[""Painted""]"
PC 19760072,0,0
PC 19720088,0,"[""Fluted""]"
PC 20010015,0,0
PC 19840156,0,"[""Incised""]"
PC 20030025,0,0
PC 19870002,"[""Chevron""]","[""Incised""]"
PC 19870116,0,0
PC 19750113,0,0
PC 19730270,"[""Female""]","[""Incised"", ""Molded""]"
PC 20080215,0,0
PC 19890026,0,"[""Inscribed""]"
PC 19790174,0,"[""Stamped""]"
PC 19970002,0,0
PC 19660126,"[""Horse Race""]","[""Cavetto""]"
PC 19750112,0,0
PC 20130062,0,0
PC 19930030,0,0
PC 20160035,"[""Hair""]","[""Plastic""]"
PC 19900005,0,"[""Cavetto""]"
PC 19940125,0,"[""Painted""]"
PC 19850091,0,0
PC 20040123,0,0
PC 20130123,0,0
PC 19880104,0,"[""Molded"", ""Fenestrated""]"
PC 19970030,0,"[""Cavetto""]"
PC 19780011,0,"[""Incised""]"
PC 19970050,0,0
PC 19730030,"[""Horse Race""]","[""Cavetto""]"
VdM 20165027,0,0
PC 19780173,0,0
PC 19840147,0,"[""Incised""]"
PC 20010091,0,0
PC 19990063,0,0
PC 19890078,0,0
PC 20080107,0,0
PC 19760179,0,0
PC 19680357,"[""Banquet""]","[""Painted""]"
PC 20040077,0,0
PC 19970029,0,"[""Incised"", ""Painted""]"
PC 20090039,0,0
PC 20000089,0,0
PC 19720111,0,0
PC 20070311,0,"[""Scalloped"", ""Incised""]"
PC 20070183,0,0
PC 19680263,"[""Horse Race""]","[""Painted""]"
PC 19800043,0,"[""Impressed""]"
PC 20140084,0,0
PC 20130092,0,0
PC 19990035,0,0
PC 19840087,0,"[""Painted""]"
VdM 20165011,0,"[""Incised""]"
PC 19710849,0,0
VdM 20155003,0,0
VdM 20155073,0,0
PC 19820063,0,"[""Beveled""]"
PC 20070205,"[""Quadruped""]","[""Incised"", ""Stamped""]"
PC 19800108,0,"[""Incised"", ""Molded""]"
PC 19690249,"[""Panther""]","[""Molded"", ""Pierced""]"
PC 19680370,"[""Banquet""]",0
PC 20120046,0,0
PC 20080045,0,0
PC 20170062,0,0
PC 19800233,0,"[""Incised""]"
PC 19710767,"[""Dots""]",0
VdM 20060185,0,0
PC 20110089,0,0
PC 19990076,0,0
PC 19680257,"[""Horse Race""]","[""Painted""]"
PC 19840009,0,0
PC 19870108,0,0
PC 20050028,0,0
PC 19680075,"[""Rosette""]",0
PC 20130159,0,"[""Pierced""]"
VdM 20060071,0,0
PC 19930145,0,"[""Ridged""]"
PC 19700255,"[""Gorgon""]",0
PC 19710550,"[""Seated Figure""]",0
PC 19910015,0,"[""Incised""]"
PC 19810118,0,"[""Painted""]"
PC 19820184,0,0
PC 19680110,"[""Horse Race""]","[""Painted""]"
PC 19770147,0,0
PC 19820120,0,"[""Impressed""]"
PC 19720376,"[""Guilloche""]","[""Molded""]"
PC 20110072,0,"[""Cavetto""]"
PC 19820183,0,"[""Ribbed""]"
PC 19760058,0,"[""Applique""]"
PC 20070237,0,"[""Scalloped"", ""Molded"", ""Incised""]"
PC 19850170,0,"[""Impressed""]"
PC 19680329,"[""Seated Figure""]",0
PC 20070157,0,"[""Stamped"", ""Beveled""]"
PC 19780145,0,"[""Incised""]"
VdM20175002,0,0
PC 19840076,0,0
PC 19810024,0,0
PC 19810173,"[""Quadruped""]","[""Stamped""]"
PC 19700017,0,0
PC 19980083,0,0
PC 19730049,"[""Horse Race""]","[""Cavetto""]"
PC 19680301,"[""Seated Figure""]",0
VdM 20165029,0,"[""Beveled""]"
PC 19700136,0,0
PC 19660099,"[""Horse""]","[""Cavetto""]"
PC 19790139,0,0
VdM 20155058,0,0
PC 19940113,0,0
PC 19710516,"[""Gorgon""]",0
PC 19660088,"[""Seated Figure"", ""Procession"", ""Female""]","[""Cavetto""]"
PC 20130171,0,0
PC 20080108,0,"[""Stamped""]"
VdM 20060050,0,0
PC 19710229,"[""Procession""]",0
PC 19680251,"[""Horse Race""]","[""Painted""]"
PC 19730110,"[""Rosette""]","[""Stamped""]"
PC 19710687,"[""Animal""]","[""Pierced"", ""Inscribed""]"
PC 19720375,"[""Guilloche""]","[""Molded""]"
VdM 20060138,"[""Circles""]",0
VdM 20155016,0,"[""Incised""]"
PC 20100086,0,0
PC 20040115,0,0
PC 20130202,0,"[""Fluted""]"
PC 19890125,0,0
PC 19660102,0,"[""Relief""]"
PC 19950087,0,0
PC 19710404,0,"[""Painted""]"
PC 19800106,0,0
PC 19800009,"[""Gorgon""]",0
PC 19970057,"[""Horse Race""]",0
PC 19700089,0,0
PC 19840158,0,"[""Painted""]"
PC 19681051,0,"[""Incised""]"
PC 19780031,"[""Lion""]","[""Stamped""]"
PC 19700353,"[""Seated Figure""]",0
PC 19720431,"[""Banquet"", ""Guilloche""]","[""Cavetto""]"
PC 19730090,"[""Guilloche""]","[""Molded""]"
VdM 20165007,"[""Circles""]",0
PC 19860028,0,0
PC 19890121,0,"[""Fenestrated""]"
PC 19780136,0,0
PC 19980010,"[""Quadruped""]","[""Stamped""]"
PC 19840070,0,"[""Incised""]"
PC 20070037,0,"[""Ribbed""]"
PC 19800163,"[""Chevron""]","[""Incised"", ""Stamped""]"
PC 20130009,0,0
PC 19760014,0,"[""Incised""]"
PC 19750080,"[""Circles""]","[""Incised""]"
PC 19720283,"[""Guilloche""]","[""Molded""]"
PC 20110001,"[""Quadruped""]","[""Stamped""]"
PC 20080033,0,"[""Ridged""]"
PC 20110034,"[""Notches""]",0
PC 19890153,0,"[""Impressed""]"
PC 19730060,"[""Circles""]","[""Stamped""]"
PC 20120041,0,0
PC 19680334,0,0
PC 19920077,0,"[""Inscribed""]"
PC 20050157,0,0
PC 19660097,"[""Horse Race"", ""Guilloche""]",0
PC 19940008,"[""Palmette"", ""Volute""]",0
PC 19810007,0,"[""Incised""]"
PC 20040072,0,0
PC 19730117,0,"[""Inscribed""]"
PC 20010097,0,0
VdM 20155034,0,0
PC 20040171,0,0
PC 20180014,0,0
PC 19880057,0,0
PC 19990029,0,0
PC 19730211,0,"[""Pierced""]"
PC 19840089,0,"[""Painted""]"
PC 20050174,0,0
VdM 20060208,0,"[""Impressed""]"
PC 19890124,0,"[""Impressed""]"
PC 19840107,"[""Feline""]",0
PC 19940039,0,0
PC 19870115,0,0
PC 19840018,0,0
PC 19790001,0,0
VdM 20165031,0,"[""Incised""]"
PC 20020036,0,0
PC 20050047,0,0
PC 20020054,0,0
PC 19820024,0,0
PC 19710755,0,0
PC 19680398,"[""Seated Figure"", ""Female"", ""Procession""]",0
PC 20000088,0,0
PC 19830006,0,0
PC 19680180,0,0
PC 19770132,0,"[""Incised""]"
PC 19840128,"[""Feline""]",0
PC 20070321,0,0
PC 20090139,0,0
PC 19770240,0,0
PC 19830106,0,0
VdM 20060188,0,0
PC 20130192,0,0
PC 20130199,0,"[""Beveled""]"
PC 19850042,0,"[""Impressed""]"
PC 19660247,"[""Meander""]","[""Painted""]"
PC 20070202,0,"[""Stamped""]"
PC 19790170,0,"[""Stamped""]"
PC 19800214,0,"[""Inscribed"", ""Letters""]"
PC 19760029,"[""Bean""]","[""Applique""]"
PC 20000092,0,0
VdM 20060055,0,"[""Impressed""]"
PC 20090227,0,0
PC 20130064,0,0
PC 19990047,0,0
PC 19770141,"[""Volute""]",0
PC 20090243,0,0
PC 20130007,0,0
PC 20100077,0,0
VdM 20155042,0,0
PC 19890087,0,0
PC 19710717,"[""Bird""]",0
PC 19680524,"[""Lotus"", ""Guilloche"", ""Procession""]",0
PC 19680127,"[""Horse Race""]","[""Painted""]"
PC 19790113,"[""Palmette""]","[""Stamped""]"
PC 20090084,0,0
PC 20050187,0,0
PC 19980026,0,0
PC 19950092,0,0
PC 20090105,0,0
PC 20180018,0,0
PC 19890082,0,0
PC 19890036,"[""Female""]",0
PC 20070155,0,0
PC 20120037,0,0
PC 19700085,0,0
PC 20190052,0,0
PC 19680165,0,0
PC 19800038,"[""Gorgon""]","[""Painted""]"
PC 19980160,0,0
PC 19730023,0,"[""Incised""]"
PC 19700389,0,0
PC 20190056,0,0
PC 19840224,0,0
PC 19860021,0,"[""Impressed""]"
PC 19840200,0,"[""Inscribed""]"
PC 19870075,0,0
PC 19710355,0,"[""Painted""]"
PC 19820083,0,0
VdM 20165070,0,"[""Painted""]"
PC 19760106,0,"[""Fluted""]"
PC 19850074,0,0
PC 19760059,"[""Dots""]","[""Incised""]"
PC 19890039,0,0
PC 19920032,0,"[""Incised"", ""Inscribed""]"
PC 19790089,"[""Gorgon"", ""Tongue""]","[""Painted""]"
PC 19780132,0,"[""Incised""]"
PC 19680388,"[""Procession"", ""Female""]",0
PC 19700045,"[""Gorgon"", ""Feline""]",0
PC 19840015,0,0
PC 19680261,"[""Horse Race""]",0
PC 19760172,0,0
PC 19680004,0,0
PC 20100051,0,0
PC 20050173,0,0
PC 20110094,0,"[""Stamped""]"
VdM 20155076,0,0
PC 19840159,0,"[""Painted""]"
PC 19800204,0,"[""Stamped""]"
PC 19780149,0,"[""Incised""]"
PC 20080177,0,"[""Incised""]"
PC 20080124,0,"[""Ribbed"", ""Incised""]"
PC 19850118,0,0
PC 19860072,0,"[""Incised""]"
PC 19750041,"[""Banquet""]",0
PC 19800228,0,"[""Incised""]"
PC 19750005,0,0
PC 20080064,0,0
PC 20130178,0,0
PC 19690101,"[""Banquet"", ""Guilloche""]",0
PC 19700291,"[""Banquet""]",0
PC 19700606,0,0
PC 19820111,0,0
PC 19840006,0,0
PC 20050138,0,"[""Stamped""]"
PC 20090073,0,"[""Fenestrated""]"
PC 20090089,0,"[""Cavetto""]"
PC 19680309,"[""Seated Figure""]","[""Painted""]"
PC 19770104,0,0
PC 20150059,"[""Rosette""]","[""Cavetto"", ""Molded""]"
PC 20040121,0,0
PC 19780193,0,"[""Impressed""]"
PC 19770134,0,"[""Incised""]"
PC 19790103,0,0
PC 19680386,"[""Seated Figure"", ""Procession""]",0
PC 19690248,"[""Panther""]","[""Pierced""]"
PC 19800113,0,0
PC 19680556,"[""Horse Race"", ""Guilloche""]",0
PC 19990085,0,0
PC 20110047,0,0
PC 19680393,"[""Seated Figure"", ""Procession""]",0
PC 19720286,"[""Bean""]","[""Applique""]"
PC 19810219,"[""Palmette"", ""Lotus""]","[""Incised""]"
PC 19770081,"[""Banquet""]","[""Relief"", ""Cavetto""]"
PC 19760016,"[""Circles""]",0
PC 19840016,0,0
PC 19770086,"[""Volute""]",0
PC 19840222,0,0
PC 20190112,0,0
PC 19730262,"[""Palmette""]","[""Molded""]"
PC 19710220,"[""Meander""]","[""Painted""]"
PC 19810159,0,"[""Incised"", ""Inscribed""]"
PC 19710161,"[""Hair"", ""Seated Figure""]",0
VdM 20060192,0,0
PC 19770100,0,"[""Incised"", ""Painted""]"
PC 20090176,0,0
PC 19810142,"[""Feline""]","[""Incised""]"
PC 19890169,0,"[""Fenestrated""]"
PC 19680115,"[""Horse Race""]","[""Painted""]"
PC 19800107,0,0
PC 19700398,0,0
PC 19660094,"[""Horse Race""]","[""Painted""]"
PC 19760120,0,0
PC 19890035,0,0
PC 19770038,"[""Circles"", ""Rosette""]","[""Incised"", ""Applique""]"
PC 19910037,"[""Circles""]","[""Impressed"", ""Stamped""]"
PC 19700230,"[""Dots""]",0
